,tokyo_id,tokyo_name,tokyo_country,matched_id,matched_name,matched_country,country_match,match_score,playerId
496,1296770,Elizabeta SAMARA,ROU,108226,Elizabeta SAMARA,ROU,True,100,108226
497,1296766,Bernadette SZOCS,ROU,111012,Bernadette SZOCS,ROU,True,100,111012
498,1336248,JEOUNG Youngsik,KOR,104257,JEOUNG Youngsik,KOR,True,100,104257
499,1338649,LIN Yun Ju,TPE,121582,LIN Yun-Ju,TPE,True,100,121582
500,1456447,Britt EERLAND,NED,113701,EERLAND Britt,NED,True,100,113701
501,1407907,DOO Hoi Kem,HKG,115543,DOO Hoi Kem,HKG,True,100,115543
502,1322079,Quadri ARUNA,NGR,112092,Quadri ARUNA,NGR,True,100,112092
503,1321133,FAN Zhendong,CHN,121404,FAN Zhendong,CHN,True,100,121404
504,1338655,CHENG I Ching,TPE,110797,CHENG I-Ching,TPE,True,100,110797
505,1316127,Mima ITO,JPN,117821,Mima ITO,JPN,True,100,117821
490,1316128,Kasumi ISHIKAWA,JPN,110752,ISHIKAWA Kasumi,JPN,True,100,110752
491,1440076,Liam PITCHFORD,GBR,112442,Liam PITCHFORD,ENG,False,100,112442
492,1451443,Marcos FREITAS,POR,102841,Marcos FREITAS,POR,True,100,102841
493,1331459,Sofia POLCANOVA,AUT,107477,POLCANOVA Sofia,AUT,True,100,107477
494,1316120,Tomokazu HARIMOTO,JPN,123980,Tomokazu HARIMOTO,JPN,True,100,123980
510,1336258,JEON Jihee,KOR,118994,JEON Jihee,KOR,True,100,118994
509,1296234,Adriana DIAZ,PUR,115009,Adriana DIAZ,PUR,True,100,115009
508,1321054,MA Long,CHN,105649,MA Long,CHN,True,100,105649
507,1352555,Hugo CALDERANO,BRA,115641,CALDERANO Hugo,BRA,True,100,115641
506,1338657,CHEN Szu Yu,TPE,114105,CHEN Szu-Yu,TPE,True,100,114105
515,1321086,Ying HAN,GER,118762,Ying HAN,GER,True,100,118762
514,1316124,Koki NIWA,JPN,110729,Koki NIWA,JPN,True,100,110729
511,1321084,Dimitrij OVTCHAROV,GER,107028,Dimitrij OVTCHAROV,GER,True,100,107028
549,1403900,Pavel SIRUCEK,CZE,113243,Pavel SIRUCEK,CZE,True,100,113243
516,1346147,Mattias FALCK,SWE,112074,Mattias FALCK,SWE,True,100,112074
418,1338000,Chelsea EDGHILL,GUY,115498,EDGHILL Chelsea,GUY,True,100,115498
416,1308284,Daniela FONSECA,CUB,124042,FONSECA Daniela,CUB,True,100,124042
419,1407844,Hend ZAZA,SYR,135310,ZAZA Hend,SYR,True,100,135310
420,1432732,Polina TRIFONOVA,BUL,112866,TRIFONOVA Polina,BUL,True,100,112866
513,1322049,SUN Yingsha,CHN,131163,SUN Yingsha,CHN,True,100,131163
512,1350874,Simon GAUZY,FRA,112062,Simon GAUZY,FRA,True,100,112062
423,1360559,CHEW Zhe Yu Clarence,SGP,113395,CHEW Zhe Yu Clarence,SGP,True,100,113395
422,1352557,Jessica YAMADA,BRA,110286,YAMADA Jessica,BRA,True,100,110286
426,1476606,Orawan PARANANG,THA,120972.0,PARANANG Orawan,THA,True,100,120972.0
424,1657161,Prithika PAVADE,FRA,131100,Prithika PAVADE,FRA,True,100,131100
427,1344090,Zsolt PETO,SRB,107324,PETO Zsolt,SRB,True,100,107324
428,1484401,Ali ALKHADRAWI,KSA,113376,ALKHADRAWI Ali,KSA,True,100,113376
429,1483903,Michelle BROMLEY,AUS,101000,BROMLEY Michelle,AUS,True,100,101000
425,1331836,Kokou Dodji FANNY,TOG,118722,FANNY Kokou Dodji,TOG,True,100,118722
431,1483910,Xin YAN,AUS,117797,YAN  Xin,AUS,True,100,117797
432,1440075,Tin-Tin HO,GBR,115430,Tin-Tin HO,ENG,False,100,115430
434,1407906,LAM Siu Hang,HKG,115546,LAM Siu Hang,HKG,True,100,115546
433,1433352,Jeremy HAZIN,CAN,117604,HAZIN Jeremy,CAN,True,100,117604
435,1296531,Yousra HELMY,EGY,113908,Yousra HELMY,EGY,True,100,113908
436,1283546,Nima ALAMIAN,IRI,112035,Nima ALAMIAN,IRI,True,100,112035
437,1308388,Sutirtha MUKHERJEE,IND,117365,Sutirtha MUKHERJEE,IND,True,100,117365
422,1466039,Rachel MORET,SUI,111416,Rachel MORET,SUI,True,100,111416
441,1373895,Adam HMAM,TUN,103621,HMAM Adam,TUN,True,100,103621
442,1322093,Offiong EDEM,NGR,102445,EDEM Offiong,NGR,True,100,102445
445,1344082,Dimitrije LEVAJAC,SRB,123192,LEVAJAC Dimitrije,SRB,True,100,123192
444,1362840,Gaston ALTO,ARG,100486,Gaston ALTO,ARG,True,100,100486
448,1304779,Anastassiya LAVROVA,KAZ,117891,Anastassiya LAVROVA,KAZ,True,100,117891
451,1382514,Larbi BOURIAH,ALG,114202,Larbi BOURIAH,ALG,True,100,114202
452,1322085,Olajide OMOTAYO,NGR,113563,Olajide OMOTAYO,NGR,True,100,113563
