IttfId,PlayerName,CountryCode,Gender,Age,DOB,Handedness,Grip,HeadShot,Style
103345,Daniel HABESOHN,AUT,M,39,07/22/1986 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/103345_Headshot_R_HABESOHN_Daniel.png,Attack
103425,Sarah HANFFOU,CMR,F,39,10/08/1986 00:00:00,,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/103425_Headshot_R_HANFFOU_Sarah.png,Attack
103621,Adam HMAM,TUN,M,30,11/11/1994 00:00:00,Right Hand,Shakehand,,Attack
103752,HUANG Yi-Hua,TPE,F,41,07/20/1984 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/103752_HEADSHOT_R_HUANG_Yi-Hua.png,Attack
103903,Ovidiu IONESCU,ROU,M,36,06/28/1989 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/103903_Headshot_R_Ovidiu IONESCU.png,Attack
104257,JEOUNG Youngsik,KOR,M,33,01/20/1992 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/104257_Headshot_R_JEOUNG_Youngsik.png,Attack
104314,Sharath Kamal ACHANTA,IND,M,43,07/12/1982 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/104314_HEADSHOT_R_ACHANTA_Sharath%20Kamal.png,Attack
104359,Aleksandar KARAKASEVIC,SRB,M,49,12/09/1975 00:00:00,Left Hand,Shakehand,,Attack
104379,Kristian KARLSSON,SWE,M,34,08/06/1991 00:00:00,Left Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/104379_Headshot_R_Kristian KARLSSON.png,Attack
104462,Thomas KEINATH,SVK,M,48,08/31/1977 00:00:00,Right Hand,Shakehand,,Attack
104514,Sami KHEROUF,ALG,M,36,11/15/1988 00:00:00,Right Hand,Shakehand,,Attack
104760,Frane KOJIC,CRO,M,33,01/08/1992 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/104760_Headshot_R_KOJIC_Frane.png,Attack
104892,Kalinikos KREANGA,GRE,M,53,03/08/1972 00:00:00,Right Hand,Shakehand,,Attack
105111,Jian Fang LAY,AUS,F,52,03/06/1973 00:00:00,Right Hand,Penhold,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/105111_Headshot_R_LAY_Jian Fang.png,Attack
105136,Emmanuel LEBESSON,FRA,M,37,04/24/1988 00:00:00,Left Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/105136_Headshot_R_LEBESSON_Emmanuel.png,Attack
105159,LEE Ho Ching,HKG,F,32,11/24/1992 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/105159_Headshot_R_LEE_Ho_Ching.png,Attack
105197,LEE Sang Su,KOR,M,35,08/13/1990 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/105197_HEADSHOT_R_LEE_Sang su.png,Attack
105233,Tahl LEIBOVITZ,USA,M,49,06/01/1976 00:00:00,,,,Attack
105310,Chunli LI,NZL,F,63,02/28/1962 00:00:00,,,,Attack
105482,LIU Shiwen,CHN,F,34,04/12/1991 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/105482_HEADSHOT_R_LIU_Shiwen.png,Attack
105649,MA Long,CHN,M,36,10/20/1988 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/105649_Headshot_R_MA_Long.png,Attack
105678,Arisha MADAREE,RSA,F,41,03/09/1984 00:00:00,,,,Attack
105679,Marcos MADRID,MEX,M,39,09/06/1986 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/105679_HEADSHOT_R_MADRID_Marcos.png,Attack
105681,Ishara MADURANGI,SRI,F,35,05/27/1990 00:00:00,Right Hand,Shakehand,,Attack
105779,Ivana MALOBABIC,CRO,F,45,07/04/1980 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/105779_Headshot_R_MALOBABIC_Ivana.png,Defence
105913,Hana MATELOVA,CZE,F,35,06/08/1990 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/105913_Headshot_R_MATELOVA_Hana.png,Attack
106050,Steffen MENGEL,GER,M,37,08/02/1988 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/106050_Headshot_R_MENGEL_Steffen.png,Attack
106114,Polina MIKHAILOVA,AIN,F,39,08/31/1986 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/106114_Headshot_R_MIKHAILOVA_Polina.png,Defence
106151,Alberto MINO,ECU,M,35,08/21/1990 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/106151_Headshot_R_MINO_Alberto.png,Attack
106195,Jun MIZUTANI,JPN,M,36,06/09/1989 00:00:00,Left Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/106195_headshot.png,Attack
106200,Filip MLADENOVSKI,MKD,M,40,11/12/1984 00:00:00,,,,Attack
106208,Sejal THAKKAR,KEN,F,50,05/05/1975 00:00:00,Right Hand,Shakehand,,Attack
106296,Joao MONTEIRO,POR,M,42,08/29/1983 00:00:00,Left Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/106296_Headshot_R_MONTEIRO_Joao.png,Attack
106298,Thiago MONTEIRO,BRA,M,44,06/15/1981 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/106298_Headshot_R_MONTEIRO_Thiago.png,Attack
106320,Victor MORAGA,CHI,M,41,06/01/1984 00:00:00,,,,Attack
106600,Marco NAVAS,VEN,M,39,05/23/1986 00:00:00,Right Hand,Shakehand,,Attack
106706,Xia Lian NI,LUX,F,62,07/04/1963 00:00:00,Left Hand,Penhold,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/106706_HEADSHOT_R_NI_Xialian.png,Attack
106788,Yana NOSKOVA,AIN,F,31,02/02/1994 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/106788_Headshot_R_NOSKOVA_Yana.png,Attack
106848,Michal OBESLO,CZE,M,36,08/02/1989 00:00:00,Right Hand,Shakehand,,Attack
106868,Cecilia AKPAN,NGR,F,39,06/13/1986 00:00:00,Right Hand,Shakehand,,Attack
106917,Leila OLIVEIRA,POR,F,35,02/05/1990 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/106917_Headshot_R_OLIVEIRA_Leila.png,Attack
107194,Madhurika PATKAR,IND,F,38,04/10/1987 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/107194_Headshot_R_PATKAR_Madhurika.png,Attack
107302,Szandra PERGEL,HUN,F,36,12/24/1988 00:00:00,Left Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/107302_Headshot_R_PERGEL_Szandra.png,Attack
107312,Jon PERSSON,SWE,M,38,10/23/1986 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/107312_Headshot_R_PERSSON_Jon.png,Attack
107321,Margaryta PESOTSKA,UKR,F,34,08/09/1991 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/107321_Headshot_R_PESOTSKA_Margaryta.png,Attack
107324,Zsolt PETO,SRB,M,37,11/30/1987 00:00:00,Left Hand,Shakehand,,Attack
107335,Vladimir PETKOV,BUL,M,39,10/24/1985 00:00:00,,,,Attack
107434,Jonathan PINO,VEN,M,39,06/18/1986 00:00:00,Right Hand,Shakehand,,Attack
107445,Lubomir PISTEJ,SVK,M,41,03/06/1984 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/107445_Headshot_R_PISTEJ_Lubomir.png,Attack
107456,Pavel PLATONOV,AIN,M,42,09/28/1983 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/107456_Headshot_R_PLATONOV_Pavel.png,Attack
107477,Sofia POLCANOVA,AUT,F,31,09/03/1994 00:00:00,Left Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/107477_Headshot_R_Sofia POLCANOVA.png,Attack
107525,Georgina POTA,HUN,F,40,01/13/1985 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/107525_Headshot_R_POTA_Georgina.png,Attack
107570,Ievgen PRYSHCHEPA,UKR,M,40,07/31/1985 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/107570_Headshot_R_PRYSHCHEPA_Yevhen.png,Attack
107658,Lorenzo RAGNI,SMR,M,37,02/17/1988 00:00:00,Right Hand,Shakehand,,Attack
107707,Julian RAMOS,COL,M,36,10/12/1988 00:00:00,,,,Attack
107762,Marco RECH DALDOSSO,ITA,M,33,09/21/1992 00:00:00,Right Hand,Shakehand,,Attack
107893,Anastasios RINIOTIS,GRE,M,42,04/17/1983 00:00:00,Right Hand,Shakehand,,Attack
108204,Abdel-Kader SALIFOU,BEN,M,35,12/07/1989 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/108204_Headshot_R_SALIFOU_Abdel-Kader.png,Attack
108226,Elizabeta SAMARA,ROU,F,36,04/15/1989 00:00:00,Left Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/108226_HEADSHOT_R_ SAMARA_Elizabeta.png,Attack
108246,Vladimir SAMSONOV,AIN,M,49,04/17/1976 00:00:00,Right Hand,Shakehand,,Attack
108276,Phakpoom SANGUANSIN,THA,M,42,07/23/1983 00:00:00,,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/108276_HEADSHOT_R_SANGUANSIN_Phakpoom.png,Attack
108289,Liopa SANTHY,VAN,F,36,09/13/1989 00:00:00,,,,Attack
108470,SUH Hyo Won,KOR,F,38,05/10/1987 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/108470_Headshot_R_SUH_Hyowon.png,Defence
108526,Neda SHAHSAVARI,IRI,F,39,09/21/1986 00:00:00,Left Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/108526_Headshot_R_SHAHSAVARI_Neda.png,Attack
108574,Sanil SHETTY,IND,M,36,08/16/1989 00:00:00,Left Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/108574_Headshot_R_SHETTY_Sanil.png,Attack
108581,Alexander SHIBAEV,AIN,M,35,09/09/1990 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/108581_Headshot_R_SHIBAEV_Alexander.png,Attack
108657,Magdalena SIKORSKA,POL,F,39,05/31/1986 00:00:00,Right Hand,Shakehand,,Attack
108875,Tetyana BILENKO,UKR,F,41,11/23/1983 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/108875_Headshot_R_BILENKO_Tetyana.png,Defence
108955,Nikoleta STEFANOVA,ITA,F,41,04/22/1984 00:00:00,,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/108955_HEADSHOT_R_STEFANOVA_Nikoleta.png,Attack
108956,Kinga STEFANSKA,POL,F,45,01/22/1980 00:00:00,Right Hand,Shakehand,,Attack
108958,Bastian STEGER,GER,M,44,03/19/1981 00:00:00,Right Hand,Shakehand,,Attack
109002,Niagol STOYANOV,ITA,M,38,05/31/1987 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/109002_Headshot_R_STOYANOV_Niagol.png,Attack
109140,Hunor SZOCS,ROU,M,33,03/24/1992 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/109140_Headshot_R_SZOCS_Hunor.png,Attack
109272,Melissa TAPPER,AUS,F,35,03/01/1990 00:00:00,Left Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/109272_Headshot_R_TAPPER_Melissa.png,Attack
109453,Andrea TODOROVIC,SRB,F,32,10/21/1992 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/109453_Headshot_R_TODOROVIC_Andrea.png,Attack
109459,Bojan TOKIC,SLO,M,44,01/13/1981 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/109459_Headshot_R_TOKIC_Bojan.png,Attack
109480,Priscilla TOMMY,VAN,F,36,05/23/1989 00:00:00,,,,Attack
109496,Omkar TORGALKAR,IND,M,38,09/04/1987 00:00:00,,,,Attack
109581,Gustavo TSUBOI,BRA,M,40,05/31/1985 00:00:00,Left Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/TSUBOI-Gustavo_R.png,Attack
109777,Paulina VEGA,CHI,F,41,03/13/1984 00:00:00,Left Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/109777_Headshot_R_VEGA_Paulina.png,Attack
109946,Ricardo WALTHER,GER,M,33,11/30/1991 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/109946_Headshot_R_Ricardo WALTHER.png,Attack
110227,Yue WU,USA,F,35,01/04/1990 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/110227_Headshot_R_WU_Yue.png,Attack
110267,XU Xin,CHN,M,35,01/08/1990 00:00:00,Left Hand,Penhold,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/110267_HEADSHOT_R_XU_Xin.png,Attack
110286,Jessica YAMADA,BRA,F,35,10/13/1989 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/YAMADA-Jessica_R.png,Attack
110409,Munir YORDI,VEN,M,41,11/24/1983 00:00:00,,,,Attack
110411,Masaki YOSHIDA,JPN,M,31,09/30/1994 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/110411_Headshot_R_YOSHIDA_Masaki.png,Attack
110460,Gregor ZAFOSTNIK,SLO,M,47,08/19/1978 00:00:00,,,,Attack
110560,Mo ZHANG,CAN,F,36,01/17/1989 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/110560_Headshot_R_ZHANG_Mo.png,Attack
110602,Yaroslav ZHMUDENKO,UKR,M,37,09/24/1988 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/110602_HEADSHOT_R_ZHMUDENKO_Yaroslav.png,Attack
110660,Tarek AL SAMHOURY,AUT,M,47,10/31/1977 00:00:00,,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/110660_Headshot_R_AL-SAMHOURY_Tarek.png,Attack
110673,Noshad ALAMIYAN,IRI,M,33,11/21/1991 00:00:00,Left Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/110673_Headshot_R_ALAMIYAN_Noshad.png,Attack
110729,Koki NIWA,JPN,M,30,10/10/1994 00:00:00,Left Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/110729_Headshot_R_NIWA_Koki.png,Attack
111050,Alvaro ROBLES,ESP,M,34,04/29/1991 00:00:00,Left Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/111050_Headshot_R_ROBLES_Alvaro.png,Attack
111065,Petrissa SOLJA,GER,F,31,03/11/1994 00:00:00,Left Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/111065_Headshot_R_SOLJA_Petrissa.png,Attack
111066,Sabine WINTER,GER,F,33,09/27/1992 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/111066_Headshot_R_WINTER_Sabine.png,Attack
111072,Maria XIAO,ESP,F,31,05/19/1994 00:00:00,Left Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/111072_HEADSHOT_R_XIAO_Maria.png,Attack
111115,Marcelo AGUIRRE,PAR,M,32,01/21/1993 00:00:00,Left Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/111115_Headshot_R_AGUIRRE_Marcelo.png,Attack
111144,Katsiaryna BARAVOK,AIN,F,30,01/23/1995 00:00:00,Left Hand,Shakehand,,Attack
111210,Wei WANG,ESP,M,41,06/18/1984 00:00:00,,,,Defence
111213,Dora MADARASZ,HUN,F,32,09/03/1993 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/111213_Headshot_R_MADARAZS_Dora.png,Attack
111216,Leonardo MUTTI,ITA,M,30,07/20/1995 00:00:00,Left Hand,Shakehand,,Attack
111260,Nabita SHRESTHA,NEP,F,33,02/19/1992 00:00:00,Right Hand,Penhold,,Attack
111346,Judith MORALES,CHI,F,31,11/21/1993 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/111346_HEADSHOT_R_MORALES_Judith.png,Attack
111416,Rachel MORET,SUI,F,35,11/23/1989 00:00:00,Left Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/111416_Headshot_R_MORET_Rachel.png,Attack
111512,Daniel GONZALEZ,PUR,M,32,07/18/1993 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/111512_Headshot_R_GONZALEZ_Daniel.png,Attack
111514,Samuel GALVEZ,DOM,M,32,10/25/1992 00:00:00,Right Hand,Shakehand,,Attack
111517,Eva BRITO,DOM,F,30,09/14/1995 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/111517_Headshot_R_Eva BRITO.png,Attack
111628,YU Mengyu,SGP,F,36,08/18/1989 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/111628_Headshot_R_YU_Mengyu.png,Attack
111641,Harmeet DESAI,IND,M,32,07/19/1993 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/111641_Headshot_R_DESAI_Harmeet.png,Attack
111656,Dina MESHREF,EGY,F,31,03/10/1994 00:00:00,Left Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/111656_HEADSHOT_R_MESHREF_Dina.png,Attack
111683,Gustavo GOMEZ,CHI,M,31,02/28/1994 00:00:00,Left Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/111683_HEADSHOT_R_GOMEZ_Gustavo.png,Attack
111772,Jie LI,NED,F,41,03/06/1984 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/111772_HEADSHOT_R_LI_Jie.png,Defence
111790,Mojisola AJIBIKE,NGR,F,34,02/10/1991 00:00:00,Right Hand,Shakehand,,Defence
111833,Suthasini SAWETTABUT,THA,F,30,12/09/1994 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/111833_Headshot_R_SAWETTABUT_Suthasini.png,Attack
