PageLink,EventName,EventType,EventTypeId,Country,City,ContinentCode,Subcontinent,StartDateTime,EndDateTime,Tags,EventCode,Comments,EventDateChangeId,EventId,FromStartDate,FromEndDate,ToStartDate,ToEndDate,ShowInCalendar,Type,Event_Tier_Name
,WTT Star Contender Bangkok 2023,WTT Star Contender,35,Thailand,Bangkok,asia,south east asia,2023-04-23T00:00:00,2023-04-29T00:00:00,,,,,2695,,,,,,,WTT Series
,WTT Star Contender Goa 2023,WTT Star Contender,35,India,Goa,asia,south asia,2023-02-27T00:00:00,2023-03-05T00:00:00,,,,,2696,,,,,,,WTT Series
,WTT Contender Amman 2023,WTT Contender,34,Jordan,Amman,asia,west asia,2023-02-06T00:00:00,2023-02-12T00:00:00,,,,,2697,,,,,,,WTT Series
,WTT Contender Doha 2023,WTT Contender,34,Qatar,Doha,asia,west asia,2023-01-15T00:00:00,2023-01-21T00:00:00,,,,,2698,,,,,,,WTT Series
,WTT Contender Durban 2023,WTT Contender,34,South Africa,Durban,africa,southern africa,2023-01-10T00:00:00,2023-01-15T00:00:00,,,,,2699,,,,,,,WTT Series
,WTT Feeder Amman 2023,WTT Feeder,81,Jordan,Amman,asia,west asia,2023-02-01T00:00:00,2023-02-04T00:00:00,,,,,2700,,,,,,,WTT Feeder Series
,WTT Feeder Doha 2023,WTT Feeder,81,Qatar,Doha,asia,west asia,2023-01-22T00:00:00,2023-01-26T00:00:00,,,,,2701,,,,,,,WTT Feeder Series
,WTT Feeder Düsseldorf 2023,WTT Feeder,81,Germany,Düsseldorf,europe,western europe,2023-02-14T00:00:00,2023-02-17T00:00:00,,,,,2702,,,,,,,WTT Feeder Series
,WTT Feeder Düsseldorf II 2023,WTT Feeder,81,Germany,Düsseldorf,europe,western europe,2023-02-21T00:00:00,2023-02-24T00:00:00,,,,,2703,,,,,,,WTT Feeder Series
,WTT Feeder Antalya 2023,WTT Feeder,81,Türkiye,Antalya,europe,southern europe,2023-03-27T00:00:00,2023-04-01T00:00:00,,,,,2704,,,,,,,WTT Feeder Series
,WTT Champions Frankfurt 2023,WTT Champions,65,Germany,Frankfurt,europe,western europe,2023-10-29T00:00:00,2023-11-05T00:00:00,,,,,2705,,,,,,,WTT Series
https://asia.ittf.com/pages/30/asia%20continental%20stage_2935,Asian WTTC Continental Stage,Other Events and Multi Sport Games,39,Qatar,Doha,asia,west asia,2023-01-07T12:30:00,2023-01-13T12:30:00,,5505,,,2708,,,,,,,
,WTT Youth Contender Antalya 2023,WTT Youth Contender,69,Türkiye,Antalya,europe,southern europe,2023-03-19T00:00:00,2023-03-25T00:00:00,,0,,,2709,,,,,,,WTT Youth Series
,WTT Youth Contender Cuenca 2023,WTT Youth Contender,69,Ecuador,Cuenca,americas,south america,2023-11-11T00:00:00,2023-11-14T00:00:00,,0,,,2710,,,,,,,WTT Youth Series
,ITTF World Youth Championships 2023,World Youth Championships,30,Slovenia,Nova Gorica,europe,southern europe,2023-11-26T00:00:00,2023-12-03T00:00:00,,,,,2711,,,,,,,
,2023 ITTF-Oceania Cup,Continental Cups,82,New Zealand,Hamilton,oceania,australasia,2023-12-09T11:00:00,2023-12-10T11:00:00,,,,,2714,,,,,,,
,2023 ITTF-Oceania Olympic Team & Mixed Doubles Qualification,Olympic Games,85,Australia,,oceania,australasia,2023-09-02T00:00:00,2023-09-03T00:00:00,,,,,2717,,,,,,,WTT Series
,2023 ITTF-Oceania Senior and Youth Championships,Continental Championships,79,Australia,,oceania,australasia,2023-09-04T00:00:00,2023-09-09T00:00:00,,,,,2718,,,,,,,
,WTT Youth Contender Puerto Princesa 2023,WTT Youth Contender,69,Philippines,Puerto Princesa,asia,south east asia,2023-10-15T00:00:00,2023-10-21T00:00:00,,0,,,2720,,,,,,,WTT Youth Series
,WTT Contender Lima 2023,WTT Contender,34,Peru,Lima,americas,south america,2023-07-31T00:00:00,2023-08-06T00:00:00,,,,,2721,,,,,,,WTT Series
,WTT Contender Rio de Janeiro 2023,WTT Contender,34,Brazil,Rio De Janeiro,americas,south america,2023-08-07T00:00:00,2023-08-13T00:00:00,,,,,2722,,,,,,,WTT Series
,WTT Feeder Panagyurishte 2023 presented by ASAREL ,WTT Feeder,81,Bulgaria,Panagyurishte,europe,eastern europe,2023-08-29T00:00:00,2023-09-03T00:00:00,,,,,2723,,,,,,,WTT Feeder Series
,WTT Feeder Olomouc 2023,WTT Feeder,81,Czechia,Olomouc,europe,eastern europe,2023-08-22T00:00:00,2023-08-27T00:00:00,,,,,2724,,,,,,,WTT Feeder Series
,WTT Youth Contender Mosquera 2023,WTT Youth Contender,69,Colombia,Mosquera,americas,south america,2023-10-17T00:00:00,2023-10-20T00:00:00,,0,,,2727,,,,,,,WTT Youth Series
,WTT Champions Macao 2023 Presented by Galaxy Entertainment Group,WTT Champions,65,"Macao, China",Macao,asia,east asia,2023-04-17T00:00:00,2023-04-23T00:00:00,,,,,2728,,,,,,,WTT Series
,WTT Youth Contender Al Ain 2023,WTT Youth Contender,69,United Arab Emirates,Al Ain,asia,west asia,2023-10-04T00:00:00,2023-10-07T00:00:00,,0,,,2730,,,,,,,WTT Youth Series
,WTT Feeder Biella 2023,WTT Feeder,81,Italy,Biella,europe,southern europe,2023-12-12T00:00:00,2023-12-17T00:00:00,,,,,2732,,,,,,,WTT Feeder Series
,WTT Feeder Otocec 2023 presented by I Feel Slovenia,WTT Feeder,81,Slovenia,Otocec,europe,southern europe,2023-10-30T00:00:00,2023-11-05T00:00:00,,,,,2733,,,,,,,WTT Feeder Series
,WTT Feeder Doha II 2023,WTT Feeder,81,Qatar,Doha,asia,west asia,2023-10-17T00:00:00,2023-10-19T00:00:00,,5507,,,2734,,,,,,,WTT Feeder Series
,WTT Feeder Vila Nova de Gaia 2023,WTT Feeder,81,Portugal,Vila Nova de Gaia,europe,southern europe,2023-11-22T00:00:00,2023-11-25T00:00:00,,,,,2735,,,,,,,WTT Feeder Series
,WTT Champions Xinxiang 2023 Presented by Industrial and Commercial Bank of China,WTT Champions,65,China,Xinxiang,asia,east asia,2023-04-09T00:00:00,2023-04-15T00:00:00,,,,,2737,,,,,,,WTT Series
,WTT Feeder Stockholm 2023,WTT Feeder,81,Sweden,Stockhom,europe,northern europe,2023-10-02T00:00:00,2023-10-07T00:00:00,,,,,2738,,,,,,,WTT Feeder Series
,WTT Contender Almaty 2023,WTT Contender,34,Kazakhstan,Almaty,asia,middle asia,2023-08-29T00:00:00,2023-09-03T00:00:00,,,,,2739,,,,,,,WTT Series
,WTT Feeder Bangkok 2023,WTT Feeder,81,Thailand,Bangkok,asia,south east asia,2023-09-04T00:00:00,2023-09-09T00:00:00,,,,,2740,,,,,,,WTT Feeder Series
,WTT Contender Antalya 2023,WTT Contender,34,Türkiye,Antalya,europe,southern europe,2023-10-16T00:00:00,2023-10-22T00:00:00,,,,,2742,,,,,,,WTT Series
,ITTF Africa Cup,Continental Cups,82,Kenya,Nairob,africa,east africa,2023-05-04T00:00:00,2023-05-06T00:00:00,,5066,,,2745,,,,,,,
,2023 Central American Championships,WTTC Finals Regional Qualifications,83,Mexico,Cancun,americas,central america,2023-04-17T00:00:00,2023-04-22T00:00:00,,,,,2747,,,,,,,
,WTT Feeder Havirov 2023,WTT Feeder,81,Czechia,Havirov,europe,eastern europe,2023-07-27T00:00:00,2023-07-30T00:00:00,,,,,2750,,,,,,,WTT Feeder Series
,WTT Feeder Düsseldorf III 2023,WTT Feeder,81,Germany,Düsseldorf,europe,western europe,2023-11-27T00:00:00,2023-12-01T00:00:00,,5513,,,2755,,,,,,,WTT Feeder Series
,2023 South American U11 & U13 Championships,ITTF International Open,80,Paraguay,Asunción,americas,south america,2023-05-09T00:00:00,2023-05-14T00:00:00,,,,,2756,,,,,,,
,2023 South American U11 & U13 Championships,ITTF International Youth Open,84,Paraguay,Asunción,americas,south america,2023-05-09T00:00:00,2023-05-14T00:00:00,,,,,2756,,,,,,,
,2023 Central American Youth Championships (U15 & U19),ITTF International Youth Open,84,Guatemala,Guatemala City,americas,central america,2023-05-01T00:00:00,2023-05-06T00:00:00,,,,,2761,,,,,,,
,Special Teams qualification event – Pan American Games Santiago 2023,Other Events and Multi Sport Games,39,Peru,Lima,americas,south america,2023-06-13T00:00:00,2023-06-14T00:00:00,,,,,2762,,,,,,,
,Special Teams qualification event – Pan American Games Santiago 2023,Continental Championships,79,Peru,Lima,americas,south america,2023-06-13T00:00:00,2023-06-14T00:00:00,,,,,2762,,,,,,,
,Special Singles qualification event – Pan American Games Santiago 2023,Other Events and Multi Sport Games,39,Peru,Lima,americas,south america,2023-06-15T00:00:00,2023-06-18T00:00:00,,,,,2763,,,,,,,
,2023 ITTF Pan American Youth Championships (U15 & U19),Youth Continental Championships,87,USA,Charleston,americas,northern america,2023-07-23T00:00:00,2023-07-30T00:00:00,,,,,2767,,,,,,,
,Central American & Caribbean Games 2023,Multi-Sport Games,77,El Salvador,San Salvador,americas,central america,2023-06-21T00:00:00,2023-06-27T00:00:00,,,,,2770,,,,,,,
,Central American & Caribbean Games 2023,Multi-Sport Games,77,El Salvador,San Salvador,americas,central america,2023-06-21T00:00:00,2023-06-27T00:00:00,,,,,2770,,,,,,,
,WTT Contender Muscat 2023,WTT Contender,34,Oman,Muscat,asia,west asia,2023-10-08T00:00:00,2023-10-14T00:00:00,,,,,2775,,,,,,,WTT Series
,WTT Finals Women Nagoya 2023,WTT Finals,75,Japan,Nagoya,asia,east asia,2023-12-15T00:00:00,2023-12-17T00:00:00,,,,,2776,,,,,,,WTT Series
,WTT Star Contender Lanzhou 2023 Presented by Huanchen Sports,WTT Star Contender,35,China,Lanzhou,asia,east asia,2023-10-02T00:00:00,2023-10-08T00:00:00,,,,,2777,,,,,,,WTT Series
,2023 Central American U11 & U13 Championships,ITTF International Youth Open,84,Honduras,Tegucigalpa,americas,central america,2023-08-21T00:00:00,2023-08-26T00:00:00,,,,,2784,,,,,,,
,2023 Central American U11 & U13 Championships,ITTF International Youth Open,84,Honduras,Tegucigalpa,americas,central america,2023-08-21T00:00:00,2023-08-26T00:00:00,,,,,2784,,,,,,,
,2023 ITTF-Africa Senior Championships,Continental Championships,79,Tunisia,Rades,africa,north africa,2023-09-11T00:00:00,2023-09-17T00:00:00,,,,,2787,,,,,,,
,2023 Caribbean U11 & U13 Championships,ITTF International Youth Open,84,Dominican Republic,Santo Domingo,americas,caribbean,2023-08-20T00:00:00,2023-08-25T00:00:00,,,,,2788,,,,,,,
,2023 Caribbean U11 & U13 Championships,ITTF International Youth Open,84,Dominican Republic,Santo Domingo,americas,caribbean,2023-08-20T00:00:00,2023-08-25T00:00:00,,,,,2788,,,,,,,
,2023 ITTF Pan American Championships,Continental Championships,79,Cuba,Havana,americas,caribbean,2023-09-10T00:00:00,2023-09-17T00:00:00,,,,,2789,,,,,,,
,2023 Pan American U11 & U13 Championships,ITTF International Youth Open,84,Colombia,Mosquera,americas,south america,2023-10-09T00:00:00,2023-10-15T00:00:00,,,,,2791,,,,,,,
,2023 Pan American U11 & U13 Championships,ITTF International Youth Open,84,Colombia,Mosquera,americas,south america,2023-10-09T00:00:00,2023-10-15T00:00:00,,,,,2791,,,,,,,
,WTT Contender Taiyuan 2023,WTT Contender,34,China,Taiyuan,asia,east asia,2023-11-07T00:00:00,2023-11-12T00:00:00,,,,,2794,,,,,,,WTT Series
,ITTF Mixed Team World Cup 2023,World Mixed Team Championships,93,China,Chengdu,asia,east asia,2023-12-04T00:00:00,2023-12-10T00:00:00,,,,,2860,,,,,,,
,2023 Pacific Cup,Continental Cups,82,New Zealand,Hamilton,oceania,australasia,2023-12-09T00:00:00,2023-12-10T00:00:00,,,,,2905,,,,,,,
