,IttfId,PlayerName,PlayerGivenName,PlayerFamilyName,PlayerFamilyNameFirst,CountryCode,CountryName,NationalityCode,NationalityName,OrganizationCode,OrganizationName,Gender,Age,DOB,Handedness,Grip,Style,EquipmentSponsor,BladeType,RacketColoringA,RacketColoringB,RacketCoveringA,RacketCoveringB,ActiveSince,EarningsCareer,EarningsYTD,LastMatch,NextMatch,HeadShot,Bio,HeadshotR,HeadshotL
10,101820,CHUANG Chih-Yuan,Chih-Yuan,CHUANG,CHUANG Chih-Yuan,TPE,Chinese Taipei,TPE,Chinese Taipei,TPE,CHINESE TAIPEI,M,44,04/02/1981 00:00:00,Right Hand,Shakehand,,,,,,,,,,,,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/101820_Headshot_R_CHUANG Chih-Yuan.png,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/101820_Headshot_R_CHUANG Chih-Yuan.png,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/101820_Headshot_L_CHUANG Chih-Yuan.png
11,102213,Jeremy DEY,Jeremy,DEY,DEY Jeremy,NCL,New Caledonia,NCL,New Caledonia,NCL,NEW CALEDONIA,M,37,03/27/1988 00:00:00,,,,,,,,,,,,,,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/102213_Headshot_R_Jeremy DEY.png,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/102213_Headshot_R_Jeremy DEY.png,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/102213_Headshot_L_Jeremy DEY.png
12,102316,Daniela DODEAN,Daniela,DODEAN,DODEAN Daniela,ROU,Romania,ROU,Romania,ROU,ROMANIA,F,37,01/13/1988 00:00:00,Right Hand,Shakehand,,,,,,,,,,,,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/102316_Headshot_R_MONTEIRO_DODEAN_Daniela.png,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/102316_Headshot_R_MONTEIRO_DODEAN_Daniela.png,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/102316_Headshot_L_MONTEIRO_DODEAN_Daniela.png
13,102380,Paul DRINKHALL,Paul,DRINKHALL,DRINKHALL Paul,ENG,England,ENG,England,ENG,ENGLAND,M,35,01/16/1990 00:00:00,Right Hand,Shakehand,,,,,,,,,,,,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/102380_Headshot_R_DRINKHALL_Paul.png,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/102380_Headshot_R_DRINKHALL_Paul.png,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/102380_Headshot_L_DRINKHALL_Paul.png
14,102445,Offiong EDEM,Offiong,EDEM,EDEM Offiong,NGR,Nigeria,NGR,Nigeria,NGR,NIGERIA,F,38,12/31/1986 00:00:00,Right Hand,Shakehand,,,,,,,,,,,,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/102445_Headshot_R_EDEM_Offiong.png,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/102445_Headshot_R_EDEM_Offiong.png,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/102445_Headshot_L_EDEM_Offiong.png
15,102486,Mohamed ELBEIALI,Mohamed,ELBEIALI,ELBEIALI Mohamed,EGY,Egypt,EGY,Egypt,EGY,EGYPT,M,37,07/02/1988 00:00:00,Right Hand,Shakehand,,,,,,,,,,,,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/102486_HEADSHOT_R_ELBEIALY_Mohamed.png,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/102486_HEADSHOT_R_ELBEIALY_Mohamed.png,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/102486_HEADSHOT_L_ELBEIALY_Mohamed.png
16,102712,FENG Tianwei,Tianwei,FENG,FENG Tianwei,SGP,Singapore,SGP,Singapore,SGP,SINGAPORE,F,39,08/31/1986 00:00:00,Right Hand,Shakehand,,,,,,,,,,,,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/102712_Headshot_R_FENG_Tianwei.png,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/102712_Headshot_R_FENG_Tianwei.png,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/102712_Headshot_L_FENG_Tianwei.png
17,102761,Ruwen FILUS,Ruwen,FILUS,FILUS Ruwen,GER,Germany,GER,Germany,GER,GERMANY,M,37,02/14/1988 00:00:00,Right Hand,Shakehand,,,,,,,,,,,,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/102761_Headshot_R_FILUS_Ruwen.png,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/102761_Headshot_R_FILUS_Ruwen.png,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/102761_Headshot_L_FILUS_Ruwen.png
18,102832,Patrick FRANZISKA,Patrick,FRANZISKA,FRANZISKA Patrick,GER,Germany,GER,Germany,GER,GERMANY,M,33,06/11/1992 00:00:00,Right Hand,Shakehand,,,,,,,,,,,,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/102832_Headshot_R_Patrick FRANZISKA.png,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/102832_Headshot_R_Patrick FRANZISKA.png,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/102832_Headshot_L_Patrick FRANZISKA.png
19,102841,Marcos FREITAS,Marcos,FREITAS,FREITAS Marcos,POR,Portugal,POR,Portugal,POR,PORTUGAL,M,37,04/08/1988 00:00:00,Left Hand,Shakehand,,,,,,,,,,,,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/102841_Headshot_R_FREITAS_Marcos.png,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/102841_Headshot_R_FREITAS_Marcos.png,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/102841_Headshot_L_FREITAS_Marcos.png
20,102863,Fu YU,Fu,YU,YU Fu,POR,Portugal,POR,Portugal,POR,PORTUGAL,F,46,11/29/1978 00:00:00,Right Hand,Penhold,,,,,,,,,,,,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/102863_Headshot_R_YU_Fu.png,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/102863_Headshot_R_YU_Fu.png,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/102863_Headshot_L_YU_Fu.png
21,102891,Andrej GACINA,Andrej,GACINA,GACINA Andrej,CRO,Croatia,CRO,Croatia,CRO,CROATIA,M,39,05/21/1986 00:00:00,Right Hand,Shakehand,,,,,,,,,,,,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/102891_Headshot_R_GACINA_Andrej.png,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/102891_Headshot_R_GACINA_Andrej.png,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/102891_Headshot_L_GACINA_Andrej.png
22,102949,Hanna HAPONOVA,Hanna,HAPONOVA,HAPONOVA Hanna,UKR,Ukraine,UKR,Ukraine,UKR,UKRAINE,F,39,10/28/1985 00:00:00,Right Hand,Shakehand,,,,,,,,,,,,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/102949_Headshot_R_GAPONOVA_Ganna.png,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/102949_Headshot_R_GAPONOVA_Ganna.png,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/102949_Headshot_L_GAPONOVA_Ganna.png
23,102968,Robert GARDOS,Robert,GARDOS,GARDOS Robert,AUT,Austria,AUT,Austria,AUT,AUSTRIA,M,46,01/16/1979 00:00:00,Right Hand,Shakehand,,,,,,,,,,,,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/102968_Headshot_R_GARDOS_Robert.png,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/102968_Headshot_R_GARDOS_Robert.png,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/102968_Headshot_L_GARDOS_Robert.png
24,103107,Panagiotis GIONIS,Panagiotis,GIONIS,GIONIS Panagiotis,GRE,Greece,GRE,Greece,GRE,GREECE,M,45,01/07/1980 00:00:00,Right Hand,Shakehand,,,,,,,,,,,,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/103107_Headshot_R_GIONIS_Panagiotis.png,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/103107_HEADSHOT_R_GIONIS_Panagiotis.png,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/103107_HEADSHOT_L_GIONIS_Panagiotis.png
25,103126,Sathiyan GNANASEKARAN,Sathiyan,GNANASEKARAN,GNANASEKARAN Sathiyan,IND,India,IND,India,IND,INDIA,M,32,01/08/1993 00:00:00,Right Hand,Shakehand,,,,,,,,,,,,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/103126_Headshot_R_GNANASEKARAN_Sathiyan.png,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/103126_Headshot_R_GNANASEKARAN_Sathiyan.png,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/103126_Headshot_L_GNANASEKARAN_Sathiyan.png
26,103345,Daniel HABESOHN,Daniel,HABESOHN,HABESOHN Daniel,AUT,Austria,AUT,Austria,AUT,AUSTRIA,M,39,07/22/1986 00:00:00,Right Hand,Shakehand,,,,,,,,,,,,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/103345_Headshot_R_HABESOHN_Daniel.png,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/103345_Headshot_R_HABESOHN_Daniel.png,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/103345_Headshot_L_HABESOHN_Daniel.png
27,103425,Sarah HANFFOU,Sarah,HANFFOU,HANFFOU Sarah,CMR,Cameroon,CMR,Cameroon,CMR,CAMEROON,F,39,10/08/1986 00:00:00,,,,,,,,,,,,,,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/103425_Headshot_R_HANFFOU_Sarah.png,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/103425_Headshot_R_HANFFOU_Sarah.png,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/103425_Headshot_L_HANFFOU_Sarah.png
28,103752,HUANG Yi-Hua,Yi-Hua,HUANG,HUANG Yi-Hua,TPE,Chinese Taipei,TPE,Chinese Taipei,TPE,CHINESE TAIPEI,F,41,07/20/1984 00:00:00,Right Hand,Shakehand,,,,,,,,,,,,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/103752_HEADSHOT_R_HUANG_Yi-Hua.png,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/103752_HEADSHOT_R_HUANG_Yi-Hua.png,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/103752_HEADSHOT_L_HUANG_Yi-Hua.png
29,103903,Ovidiu IONESCU,Ovidiu,IONESCU,IONESCU Ovidiu,ROU,Romania,ROU,Romania,ROU,ROMANIA,M,36,06/28/1989 00:00:00,Right Hand,Shakehand,,,,,,,,,,,,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/103903_Headshot_R_Ovidiu IONESCU.png,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/103903_Headshot_R_Ovidiu IONESCU.png,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/103903_Headshot_L_Ovidiu IONESCU.png
30,104036,Lubomir JANCARIK,Lubomir,JANCARIK,JANCARIK Lubomir,CZE,Czechia,CZE,Czechia,CZE,CZECH REPUBLIC,M,38,08/17/1987 00:00:00,Right Hand,Shakehand,,,,,,,,,,,,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/104036_Headshot_R_JANCARIK_Lubomir.png,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/104036_Headshot_R_JANCARIK_Lubomir.png,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/104036_Headshot_L_JANCARIK_Lubomir.png
31,104092,Minhyung JEE,Minhyung,JEE,JEE Minhyung,AUS,Australia,AUS,Australia,AUS,AUSTRALIA,F,38,01/05/1987 00:00:00,Right Hand,Shakehand,,,,,,,,,,,,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/104092_HEADSHOT_R_JEE_Minhyung.png,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/104092_HEADSHOT_R_JEE_Minhyung.png,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/104092_HEADSHOT_L_JEE_Minhyung.png
32,104314,Sharath Kamal ACHANTA,Sharath Kamal,ACHANTA,ACHANTA Sharath Kamal,IND,India,IND,India,IND,INDIA,M,43,07/12/1982 00:00:00,Right Hand,Shakehand,,,,,,,,,,,,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/104314_HEADSHOT_R_ACHANTA_Sharath%20Kamal.png,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/104314_HEADSHOT_R_ACHANTA_Sharath Kamal.png,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/104314_HEADSHOT_L_ACHANTA_Sharath Kamal.png
33,104379,Kristian KARLSSON,Kristian,KARLSSON,KARLSSON Kristian,SWE,Sweden,SWE,Sweden,SWE,SWEDEN,M,34,08/06/1991 00:00:00,Left Hand,Shakehand,,,,,,,,,,,,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/104379_Headshot_R_Kristian KARLSSON.png,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/104379_Headshot_R_Kristian KARLSSON.png,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/104379_Headshot_L_Kristian KARLSSON.png
34,104760,Frane KOJIC,Frane,KOJIC,KOJIC Frane,CRO,Croatia,CRO,Croatia,CRO,CROATIA,M,33,01/08/1992 00:00:00,Right Hand,Shakehand,,,,,,,,,,,,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/104760_Headshot_R_KOJIC_Frane.png,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/104760_Headshot_R_KOJIC_Frane.png,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/104760_Headshot_L_KOJIC_Frane.png
35,105111,Jian Fang LAY,Jian Fang,LAY,LAY Jian Fang,AUS,Australia,AUS,Australia,AUS,AUSTRALIA,F,52,03/06/1973 00:00:00,Right Hand,Penhold,,,,,,,,,,,,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/105111_Headshot_R_LAY_Jian Fang.png,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/105111_Headshot_R_LAY_Jian Fang.png,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/105111_Headshot_L_LAY_Jian Fang.png
36,105136,Emmanuel LEBESSON,Emmanuel,LEBESSON,LEBESSON Emmanuel,FRA,France,FRA,France,FRA,FRANCE,M,37,04/24/1988 00:00:00,Left Hand,Shakehand,,,,,,,,,,,,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/105136_Headshot_R_LEBESSON_Emmanuel.png,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/105136_Headshot_R_LEBESSON_Emmanuel.png,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/105136_Headshot_L_LEBESSON_Emmanuel.png
37,105159,LEE Ho Ching,Ho Ching,LEE,LEE Ho Ching,HKG,"Hong Kong, China",HKG,"Hong Kong, China",HKG,"HONG KONG, CHINA",F,32,11/24/1992 00:00:00,Right Hand,Shakehand,,,,,,,,,,,,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/105159_Headshot_R_LEE_Ho_Ching.png,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/105159_Headshot_R_LEE_Ho_Ching.png,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/105159_Headshot_L_LEE_Ho_Ching.png
38,105197,LEE Sang Su,Sang Su,LEE,LEE Sang Su,KOR,Korea Republic,KOR,Korea Republic,KOR,KOREA REPUBLIC,M,35,08/13/1990 00:00:00,Right Hand,Shakehand,,,,,,,,,,,,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/105197_HEADSHOT_R_LEE_Sang su.png,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/105197_HEADSHOT_R_LEE_Sang su.png,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/105197_HEADSHOT_L_LEE_Sang su.png
39,105482,LIU Shiwen,Shiwen,LIU,LIU Shiwen,CHN,China,CHN,China,CHN,CHINA,F,34,04/12/1991 00:00:00,Right Hand,Shakehand,,,,,,,,,,,,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/105482_HEADSHOT_R_LIU_Shiwen.png,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/105482_HEADSHOT_R_LIU_Shiwen.png,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/105482_HEADSHOT_L_LIU_Shiwen.png
40,105649,MA Long,Long,MA,MA Long,CHN,China,CHN,China,CHN,CHINA,M,36,10/20/1988 00:00:00,Right Hand,Shakehand,,,,,,,,,,,,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/105649_Headshot_R_MA_Long.png,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/105649_Headshot_R_MA_Long.png,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/105649_Headshot_L_MA_Long.png
41,105679,Marcos MADRID,Marcos,MADRID,MADRID Marcos,MEX,Mexico,MEX,Mexico,MEX,MEXICO,M,39,09/06/1986 00:00:00,Right Hand,Shakehand,,,,,,,,,,,,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/105679_HEADSHOT_R_MADRID_Marcos.png,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/105679_HEADSHOT_R_MADRID_Marcos.png,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/105679_HEADSHOT_L_MADRID_Marcos.png
42,105779,Ivana MALOBABIC,Ivana,MALOBABIC,MALOBABIC Ivana,CRO,Croatia,CRO,Croatia,CRO,CROATIA,F,45,07/04/1980 00:00:00,Right Hand,Shakehand,,,,,,,,,,,,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/105779_Headshot_R_MALOBABIC_Ivana.png,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/105779_Headshot_R_MALOBABIC_Ivana.png,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/105779_Headshot_L_MALOBABIC_Ivana.png
43,105913,Hana MATELOVA,Hana,MATELOVA,MATELOVA Hana,CZE,Czechia,CZE,Czechia,CZE,CZECH REPUBLIC,F,35,06/08/1990 00:00:00,Right Hand,Shakehand,,,,,,,,,,,,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/105913_Headshot_R_MATELOVA_Hana.png,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/105913_Headshot_R_MATELOVA_Hana.png,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/105913_Headshot_L_MATELOVA_Hana.png
44,106050,Steffen MENGEL,Steffen,MENGEL,MENGEL Steffen,GER,Germany,GER,Germany,GER,GERMANY,M,37,08/02/1988 00:00:00,Right Hand,Shakehand,,,,,,,,,,,,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/106050_Headshot_R_MENGEL_Steffen.png,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/106050_Headshot_R_MENGEL_Steffen.png,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/106050_Headshot_L_MENGEL_Steffen.png
45,106151,Alberto MINO,Alberto,MINO,MINO Alberto,ECU,Ecuador,ECU,Ecuador,ECU,ECUADOR,M,35,08/21/1990 00:00:00,Right Hand,Shakehand,,,,,,,,,,,,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/106151_Headshot_R_MINO_Alberto.png,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/106151_Headshot_R_MINO_Alberto.png,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/106151_Headshot_L_MINO_Alberto.png
46,106296,Joao MONTEIRO,Joao,MONTEIRO,MONTEIRO Joao,POR,Portugal,POR,Portugal,POR,PORTUGAL,M,42,08/29/1983 00:00:00,Left Hand,Shakehand,,,,,,,,,,,,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/106296_Headshot_R_MONTEIRO_Joao.png,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/106296_Headshot_R_MONTEIRO_Joao.png,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/106296_Headshot_L_MONTEIRO_Joao.png
47,106298,Thiago MONTEIRO,Thiago,MONTEIRO,MONTEIRO Thiago,BRA,Brazil,BRA,Brazil,BRA,BRAZIL,M,44,06/15/1981 00:00:00,Right Hand,Shakehand,,,,,,,,,,,,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/106298_Headshot_R_MONTEIRO_Thiago.png,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/106298_Headshot_R_MONTEIRO_Thiago.png,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/106298_Headshot_L_MONTEIRO_Thiago.png
