PageLink,EventName,EventType,EventTypeId,Country,City,ContinentCode,Subcontinent,StartDateTime,EndDateTime,Tags,EventCode,Comments,EventDateChangeId,eventId,FromStartDate,FromEndDate,ToStartDate,ToEndDate,ShowInCalendar,Type,Event_Tier_Name,EventStatus
,WTT Feeder Vientiane 2025 Presented by ICBC Bank,WTT Feeder,81,Laos,,asia,south east asia,2025-08-11 00:00:00,2025-08-15 00:00:00,,,,,3131,,,,,,,WTT Feeder Series,Completed
,Europe Smash - Sweden 2025,WTT Grand Smash,64,Sweden,Malmö,europe,northern europe,2025-08-14 00:00:00,2025-08-24 00:00:00,,,,,3128,,,,,,,WTT Series,Completed
,WTT Feeder Panagyurishte 2025 Presented by Asarel,WTT Feeder,81,Bulgaria,Panagyurishte,europe,eastern europe,2025-08-21 00:00:00,2025-08-24 00:00:00,,,,,3027,,,,,,,WTT Feeder Series,Completed
,WTT Feeder Olomouc 2025,WTT Feeder,81,Czechia,Olomouc,europe,eastern europe,2025-08-28 00:00:00,2025-08-31 00:00:00,,,,,3028,,,,,,,WTT Feeder Series,Completed
,WTT Contender Almaty 2025,WTT Contender,34,Kazakhstan,Almaty,asia,middle asia,2025-09-02 00:00:00,2025-09-07 00:00:00,,,,,3096,,,,,,,WTT Series,Completed
,WTT Champions Macao 2025 Presented by Galaxy Entertainment Group,WTT Champions,65,"Macao, China",Macao,asia,east asia,2025-09-09 00:00:00,2025-09-14 00:00:00,,,,,3097,,,,,,,WTT Series,Completed
,WTT Feeder Istanbul 2025,WTT Feeder,81,Türkiye,Istanbul,europe,southern europe,2025-09-11 00:00:00,2025-09-15 00:00:00,,,,,3199,,,,,,,WTT Feeder Series,Completed
,WTT Feeder Cappadocia II 2025,WTT Feeder,81,Türkiye,Cappadocia - Nevsehir,europe,southern europe,2025-09-16 00:00:00,2025-09-20 00:00:00,,,,,3031,,,,,,,WTT Feeder Series,Completed
,China Smash 2025 Presented by Beijing Shijingshan Culture & Tourism Group,WTT Grand Smash,64,China,Beijing,asia,east asia,2025-09-25 00:00:00,2025-10-05 00:00:00,,,,,3098,,,,,,,WTT Series,Completed
https://asia.ittf.com/pages/43/attc%202024_7760,28th ITTF- ATTU Asian Table Tennis Team Championships 2025,Continental Championships,79,India,Bhubaneswar,asia,south asia,2025-10-11 00:00:00,2025-10-15 00:00:00,,,,,3166,,,,,,,,Completed
,ITTF Pan American Championships 2025,Continental Championships,79,USA,Rock Hill,americas,northern america,2025-10-12 00:00:00,2025-10-19 00:00:00,,,,,3162,,,,,,,,Completed
,WTT Star Contender London 2025,WTT Star Contender,35,England,London,europe,northern europe,2025-10-21 00:00:00,2025-10-26 00:00:00,,,,,3110,,,,,,,WTT Series,Completed
,WTT Champions Montpellier 2025,WTT Champions,65,France,Montpellier,europe,western europe,2025-10-28 00:00:00,2025-11-02 00:00:00,,,,,3099,,,,,,,WTT Series,Completed
,WTT Champions Frankfurt 2025,WTT Champions,65,Germany,Frankfurt,europe,western europe,2025-11-04 00:00:00,2025-11-09 00:00:00,,,,,3100,,,,,,,WTT Series,Completed
,WTT Feeder Vila Nova de Gaia 2025,WTT Feeder,81,Portugal,Vila Nova de Gaia,europe,southern europe,2025-11-05 00:00:00,2025-11-09 00:00:00,,,,,3066,,,,,,,WTT Feeder Series,Completed
,WTT Feeder Gdansk 2025,WTT Feeder,81,Poland,Gdansk,europe,eastern europe,2025-11-10 00:00:00,2025-11-14 00:00:00,,,,,3191,,,,,,,WTT Feeder Series,Ongoing
,WTT Star Contender Muscat 2025,WTT Star Contender,35,Oman,Muscat,asia,west asia,2025-11-17 00:00:00,2025-11-22 00:00:00,,,,,3176,,,,,,,WTT Series,Future
,XX Bolivarian Games 2025,Multi-Sport Games,77,Peru,Lima,americas,south america,2025-11-22 00:00:00,2025-12-07 00:00:00,,,,,3164,,,,,,,,Future
,WTT Feeder Düsseldorf II 2025,WTT Feeder,81,Germany,Düsseldorf,europe,western europe,2025-11-24 00:00:00,2025-11-27 00:00:00,,,,,3065,,,,,,,WTT Feeder Series,Future
,WTT Feeder Parma 2025,WTT Feeder,81,Italy,Parma,europe,southern europe,2025-11-29 00:00:00,2025-12-03 00:00:00,,,,,3059,,,,,,,WTT Feeder Series,Future
,ITTF Mixed Team World Cup Chengdu 2025,World Mixed Team Championships,93,China,Chengdu,asia,east asia,2025-11-30 00:00:00,2025-12-07 00:00:00,,,,,3263,,,,,,,,Future
,WTT Finals Hong Kong 2025,WTT Finals,75,"Hong Kong, China",,asia,east asia,2025-12-10 00:00:00,2025-12-14 00:00:00,,,,,3112,,,,,,,WTT Series,Future
,WTT Champions Doha 2026,WTT Champions,65,Qatar,Doha,asia,west asia,2026-01-07 00:00:00,2026-01-11 00:00:00,,,,,3231,,,,,,,WTT Series,Future
,WTT Feeder Vadodara 2026,WTT Feeder,81,India,Vadodara,asia,south asia,2026-01-07 00:00:00,2026-01-11 00:00:00,,,,,3353,,,,,,,WTT Feeder Series,Future
,WTT Star Contender Doha 2026,WTT Star Contender,35,Qatar,Doha,asia,west asia,2026-01-13 00:00:00,2026-01-18 00:00:00,,,,,3232,,,,,,,WTT Series,Future
,WTT Contender Muscat 2026,WTT Contender,34,Oman,Muscat,asia,west asia,2026-01-19 00:00:00,2026-01-24 00:00:00,,,,,3251,,,,,,,WTT Series,Future
,WTT Feeder Lille 2026,WTT Feeder,81,France,Lille,europe,western europe,2026-01-27 00:00:00,2026-01-31 00:00:00,,,,,3355,,,,,,,WTT Feeder Series,Future
,WTT Feeder Doha 2026,WTT Feeder,81,Qatar,Doha,asia,west asia,2026-01-27 00:00:00,2026-01-31 00:00:00,,,,,3354,,,,,,,WTT Feeder Series,Future
,ITTF-Americas Cup San Francisco 2026,Continental Cups,82,USA,San Francisco,americas,northern america,2026-01-28 00:00:00,2026-02-01 00:00:00,,5066.0,,,3398,,,,,,,,Future
,ITTF-Oceania Cup Christchurch 2026,Continental Cups,82,New Zealand,Christchurch,oceania,australasia,2026-01-31 00:00:00,2026-02-01 00:00:00,,,,,3300,,,,,,,,Future
,WTT Feeder Cappadocia 2026,WTT Feeder,81,Türkiye,Cappadocia - Nevsehir,europe,southern europe,2026-02-02 00:00:00,2026-02-06 00:00:00,,,,,3266,,,,,,,WTT Feeder Series,Future
,WTT Star Contender Chennai 2026,WTT Star Contender,35,India,Chennai,asia,south asia,2026-02-10 00:00:00,2026-02-15 00:00:00,,,,,3233,,,,,,,WTT Series,Future
,Singapore Smash 2026 Presented by Resorts World Sentosa ,WTT Grand Smash,64,Singapore,Singapore,asia,south east asia,2026-02-19 00:00:00,2026-03-01 00:00:00,,,,,3234,,,,,,,WTT Series,Future
,WTT Feeder Düsseldorf 2026,WTT Feeder,81,Germany,Düsseldorf,europe,western europe,2026-03-02 00:00:00,2026-03-06 00:00:00,,,,,3267,,,,,,,WTT Feeder Series,Future
,WTT Feeder Otocec 2026,WTT Feeder,81,Slovenia,Otocec,europe,southern europe,2026-03-07 00:00:00,2026-03-11 00:00:00,,,,,3268,,,,,,,WTT Feeder Series,Future
,WTT Champions Chongqing 2026,WTT Champions,65,China,Chongqing,asia,east asia,2026-03-10 00:00:00,2026-03-15 00:00:00,,,,,3235,,,,,,,WTT Series,Future
,WTT Feeder Varazdin 2026,WTT Feeder,81,Croatia,Varaždin,europe,southern europe,2026-03-12 00:00:00,2026-03-16 00:00:00,,,,,3356,,,,,,,WTT Feeder Series,Future
,WTT Contender Tunisia 2026,WTT Contender,34,Tunisia,,africa,north africa,2026-03-23 00:00:00,2026-03-28 00:00:00,,,,,3236,,,,,,,WTT Series,Future
,ITTF Men’s & Women’s World Cups Macao 2026,World Cup,95,"Macao, China",,asia,east asia,2026-03-30 00:00:00,2026-04-05 00:00:00,,,,,3379,,,,,,,,Future
,WTT Contender Taiyuan 2026,WTT Contender,34,China,Taiyuan,asia,east asia,2026-04-07 00:00:00,2026-04-12 00:00:00,,,,,3237,,,,,,,WTT Series,Future
,WTT Feeder Cappadocia II 2026,WTT Feeder,81,Türkiye,Cappadocia - Nevsehir,europe,southern europe,2026-04-07 00:00:00,2026-04-11 00:00:00,,,,,3373,,,,,,,WTT Feeder Series,Future
,WTT Feeder Havirov 2026,WTT Feeder,81,Czechia,Havirov,europe,eastern europe,2026-04-13 00:00:00,2026-04-17 00:00:00,,,,,3270,,,,,,,WTT Feeder Series,Future
,Central America & Caribbean Championships Santo Domingo 2026,WTTC Finals Regional Qualifications,83,Dominican Republic,Kampala,americas,caribbean,2026-04-15 00:00:00,2026-04-21 00:00:00,,,,,3403,,,,,,,,Future
,WTT Feeder Senec 2026,WTT Feeder,81,Slovak Republic,Senec,europe,eastern europe,2026-04-18 00:00:00,2026-04-22 00:00:00,,,,,3357,,,,,,,WTT Feeder Series,Future
,ITTF World Team Table Tennis Championships Finals London 2026,World Championship,37,England,London,europe,northern europe,2026-04-28 00:00:00,2026-05-10 00:00:00,,,,,3216,,,,,,,,Future
,WTT Feeder Istanbul 2026,WTT Feeder,81,Türkiye,Istanbul,europe,southern europe,2026-05-10 00:00:00,2026-05-14 00:00:00,,,,,3358,,,,,,,WTT Feeder Series,Future
,WTT Feeder Albufeira 2026,WTT Feeder,81,Portugal,Albufeira,europe,southern europe,2026-05-15 00:00:00,2026-05-19 00:00:00,,,,,3360,,,,,,,WTT Feeder Series,Future
,WTT Contender Lagos 2026,WTT Contender,34,Nigeria,Lagos,africa,west africa,2026-05-19 00:00:00,2026-05-24 00:00:00,,,,,3238,,,,,,,WTT Series,Future
,WTT Feeder Hennebont 2026,WTT Feeder,81,France,Hennebont,europe,western europe,2026-05-20 00:00:00,2026-05-24 00:00:00,,,,,3361,,,,,,,WTT Feeder Series,Future
,WTT Feeder Prishtina 2026,WTT Feeder,81,Kosovo,Prishtina,europe,southern europe,2026-05-27 00:00:00,2026-05-31 00:00:00,,,,,3271,,,,,,,WTT Feeder Series,Future
,WTT Contender Skopje 2026,WTT Contender,34,North Macedonia,Skopje,europe,southern europe,2026-06-01 00:00:00,2026-06-07 00:00:00,,,,,3239,,,,,,,WTT Series,Future
,WTT Contender Zagreb 2026,WTT Contender,34,Croatia,Zagreb,europe,southern europe,2026-06-09 00:00:00,2026-06-14 00:00:00,,,,,3240,,,,,,,WTT Series,Future
,South America Championships Santiago 2026,WTTC Finals Regional Qualifications,83,Chile,Santiago,americas,south america,2026-06-15 00:00:00,2026-06-21 00:00:00,,,,,3407,,,,,,,,Future
,WTT Star Contender Ljubljana 2026,WTT Star Contender,35,Slovenia,Ljubljana,europe,southern europe,2026-06-16 00:00:00,2026-06-21 00:00:00,,,,,3241,,,,,,,WTT Series,Future
,United States Smash 2026,WTT Grand Smash,64,USA,,americas,northern america,2026-06-25 00:00:00,2026-07-05 00:00:00,,,,,3242,,,,,,,WTT Series,Future
,WTT Feeder Istanbul II 2026,WTT Feeder,81,Türkiye,Istanbul,europe,southern europe,2026-07-01 00:00:00,2026-07-05 00:00:00,,,,,3359,,,,,,,WTT Feeder Series,Future
,WTT Feeder Asunción 2026,WTT Feeder,81,Paraguay,Asunción,americas,south america,2026-07-08 00:00:00,2026-07-12 00:00:00,,,,,3363,,,,,,,WTT Feeder Series,Future
,South Africa Championships Harare 2025,WTTC Finals Regional Qualifications,83,Zimbabwe,Harare,africa,southern africa,2026-07-10 00:00:00,2026-07-12 00:00:00,,,,,3449,,,,,,,,Future
,WTT Contender Buenos Aires 2026,WTT Contender,34,Argentina,Buenos Aires,americas,south america,2026-07-14 00:00:00,2026-07-19 00:00:00,,,,,3243,,,,,,,WTT Series,Future
,WTT Feeder Ulaanbaatar 2026,WTT Feeder,81,Mongolia,Ulaanbaatar,asia,east asia,2026-07-19 00:00:00,2026-07-23 00:00:00,,,,,3364,,,,,,,WTT Feeder Series,Future
,WTT Star Contender Brazil 2026,WTT Star Contender,35,Brazil,TBC,americas,south america,2026-07-21 00:00:00,2026-07-26 00:00:00,,,,,3244,,,,,,,WTT Series,Future
,WTT Feeder Tashkent 2026,WTT Feeder,81,Uzbekistan,Tashkent,asia,middle asia,2026-07-24 00:00:00,2026-07-28 00:00:00,,,,,3365,,,,,,,WTT Feeder Series,Future
,XXV Central American and Caribbean Games Santo Domingo 2026,Multi-Sport Games,77,Dominican Republic,Santiago,americas,caribbean,2026-07-24 00:00:00,2026-08-08 00:00:00,,,,,3409,,,,,,,,Future
,WTT Feeder Tunis 2026,WTT Feeder,81,Tunisia,Tunis,africa,north africa,2026-07-29 00:00:00,2026-08-02 00:00:00,,,,,3372,,,,,,,WTT Feeder Series,Future
,WTT Feeder Vientiane 2026,WTT Feeder,81,Laos,,asia,south east asia,2026-08-04 00:00:00,2026-08-08 00:00:00,,,,,3272,,,,,,,WTT Feeder Series,Future
,WTT Champions Yokohama 2026,WTT Champions,65,Japan,Yokohama,asia,east asia,2026-08-05 00:00:00,2026-08-09 00:00:00,,,,,3245,,,,,,,WTT Series,Future
,Europe Smash - Sweden 2026,WTT Grand Smash,64,Sweden,Malmö,europe,northern europe,2026-08-13 00:00:00,2026-08-23 00:00:00,,,,,3246,,,,,,,WTT Series,Future
,WTT Feeder Berlin 2026,WTT Feeder,81,Germany,Berlin,europe,western europe,2026-08-19 00:00:00,2026-08-23 00:00:00,,,,,3374,,,,,,,WTT Feeder Series,Future
,WTT Feeder Olomouc 2026,WTT Feeder,81,Czechia,Olomouc,europe,eastern europe,2026-08-24 00:00:00,2026-08-28 00:00:00,,,,,3282,,,,,,,WTT Feeder Series,Future
,WTT Contender Almaty 2026,WTT Contender,34,Kazakhstan,Almaty,asia,middle asia,2026-09-01 00:00:00,2026-09-06 00:00:00,,,,,3247,,,,,,,WTT Series,Future
,WTT Champions Macao 2026,WTT Champions,65,"Macao, China",Macao,asia,east asia,2026-09-08 00:00:00,2026-09-13 00:00:00,,,,,3248,,,,,,,WTT Series,Future
,WTT Feeder Puerto Princesa 2026,WTT Feeder,81,Philippines,Linz,asia,south east asia,2026-09-08 00:00:00,2026-09-12 00:00:00,,,,,3415,,,,,,,WTT Feeder Series,Future
,WTT Contender Panagyurishte 2026,WTT Contender,34,Bulgaria,Panagyurishte,europe,eastern europe,2026-09-08 00:00:00,2026-09-13 00:00:00,,,,,3253,,,,,,,WTT Series,Future
,XIII South American Games Santa Fe 2026,Multi-Sport Games,77,Argentina,Rosario,americas,south america,2026-09-12 00:00:00,2026-09-26 00:00:00,,5449.0,,,3412,,,,,,,,Future
,WTT Feeder Bangkok 2026,WTT Feeder,81,Thailand,Bangkok,asia,south east asia,2026-09-14 00:00:00,2026-09-18 00:00:00,,,,,3371,,,,,,,WTT Feeder Series,Future
,WTT Star Contender London 2026,WTT Star Contender,35,England,London,europe,northern europe,2026-09-15 00:00:00,2026-09-20 00:00:00,,,,,3254,,,,,,,WTT Series,Future
,WTT Feeder Linz 2026,WTT Feeder,81,Austria,Linz,europe,western europe,2026-09-23 00:00:00,2026-09-27 00:00:00,,,,,3375,,,,,,,WTT Feeder Series,Future
,China Smash 2026,WTT Grand Smash,64,China,,asia,east asia,2026-10-01 00:00:00,2026-10-11 00:00:00,,,,,3249,,,,,,,WTT Series,Future
,WTT Feeder Doha II 2026,WTT Feeder,81,Qatar,Doha,asia,west asia,2026-10-07 00:00:00,2026-10-11 00:00:00,,,,,3283,,,,,,,WTT Feeder Series,Future
, European Individual Championships Ljubljana 2026,Continental Championships,79,Slovenia,Otocec,europe,southern europe,2026-10-11 00:00:00,2026-10-18 00:00:00,,5440.0,,,3394,,,,,,,,Future
, ITTF-Americas Championships Lima 2026,Continental Championships,79,Peru,Lima,americas,south america,2026-10-18 00:00:00,2026-10-25 00:00:00,,,,,3414,,,,,,,,Future
,WTT Champions Montpellier 2026,WTT Champions,65,France,Montpellier,europe,western europe,2026-10-27 00:00:00,2026-11-01 00:00:00,,,,,3250,,,,,,,WTT Series,Future
,WTT Feeder Chennai 2026,WTT Feeder,81,India,Chennai,asia,south asia,2026-10-28 00:00:00,2026-11-01 00:00:00,,,,,3376,,,,,,,WTT Feeder Series,Future
,WTT Champions Germany 2026,WTT Champions,65,Germany,,europe,western europe,2026-11-03 00:00:00,2026-11-08 00:00:00,,,,,3252,,,,,,,WTT Series,Future
,WTT Feeder Vila Nova de Gaia 2026,WTT Feeder,81,Portugal,Vila Nova de Gaia,europe,southern europe,2026-11-04 00:00:00,2026-11-08 00:00:00,,,,,3370,,,,,,,WTT Feeder Series,Future
,WTT Contender Istanbul 2026,WTT Contender,34,Türkiye,Istanbul,europe,southern europe,2026-11-10 00:00:00,2026-11-15 00:00:00,,,,,3257,,,,,,,WTT Series,Future
,WTT Star Contender Muscat 2026,WTT Star Contender,35,Oman,Muscat,asia,west asia,2026-11-16 00:00:00,2026-11-21 00:00:00,,,,,3256,,,,,,,WTT Series,Future
,WTT Feeder Düsseldorf II 2026,WTT Feeder,81,Germany,Düsseldorf,europe,western europe,2026-11-23 00:00:00,2026-11-27 00:00:00,,,,,3352,,,,,,,WTT Feeder Series,Future
,WTT Feeder Gdansk 2026,WTT Feeder,81,Poland,Gdansk,europe,eastern europe,2026-11-28 00:00:00,2026-12-02 00:00:00,,,,,3269,,,,,,,WTT Feeder Series,Future
,ITTF Mixed Team World Cup Chengdu 2026,World Mixed Team Championships,93,China,Chengdu,asia,east asia,2026-11-29 00:00:00,2026-12-06 00:00:00,,,,,3378,,,,,,,,Future
,WTT Finals Hong Kong 2026,WTT Finals,75,"Hong Kong, China",,asia,east asia,2026-12-08 00:00:00,2026-12-13 00:00:00,,,,,3255,,,,,,,WTT Series,Future
