PageLink,EventName,EventType,EventTypeId,Country,City,ContinentCode,Subcontinent,StartDateTime,EndDateTime,Tags,EventCode,Comments,EventDateChangeId,EventId,FromStartDate,FromEndDate,ToStartDate,ToEndDate,ShowInCalendar,Type,Event_Tier_Name
,South American Championships,Continental,36,Colombia,Cucuta,americas,south america,2020-05-06T00:00:00,2020-05-10T00:00:00,,5240.0,Postponed to 2021,18.0,2179,2020-05-06T00:00:00,2020-05-10T00:00:00,,,True,Postponed,
,2020 ITTF Oceania Cup,Continental,36,Papua New Guinea,Port Moresby,oceania,melanesia,2020-05-30T00:00:00,2020-05-31T00:00:00,,5231.0,,22.0,2181,2020-05-30T00:00:00,2020-05-31T00:00:00,,,True,Postponed,
,LIEBHERR European Individual Championships,Continental,36,Poland,Warsaw,europe,eastern europe,2020-09-15T00:00:00,2020-09-20T00:00:00,,5182.0,,32.0,2106,2020-09-15T00:00:00,2020-09-20T00:00:00,,,True,Postponed,
,ITTF-Africa Senior Championships,Continental,36,Cameroon,Yaounde,africa,central africa,2020-10-01T00:00:00,2020-10-07T00:00:00,,5244.0,Postponed to 2021,34.0,2180,2020-10-01T00:00:00,2020-10-07T00:00:00,,,True,Postponed,
,ITTF-Africa 2021 WTTC Continental Qualification,Continental,36,Cameroon,Yaounde ,africa,central africa,2020-10-09T00:00:00,2020-10-11T00:00:00,,,Postponed to 2021,131.0,2389,2020-10-09T00:00:00,2020-10-11T00:00:00,,,True,Postponed,
,Caribbean Senior Championships,Continental,36,Cuba,Havana,americas,caribbean,2021-04-21T00:00:00,2021-04-25T00:00:00,,21001.0,Dates TBC,148.0,2207,2021-04-21T00:00:00,2021-04-25T00:00:00,,,True,Postponed,
,Central American Championships,Continental,36,Costa Rica,San Jose ,americas,central america,2021-05-14T00:00:00,2021-05-19T00:00:00,,5268.0,,,2214,,,,,,,
,Europe Top 16 Cup,Continental,36,Switzerland,Montreux ,europe,western europe,2021-05-22T00:00:00,2021-05-23T00:00:00,,21011.0,Dates TBC,151.0,2217,2021-05-22T00:00:00,2021-05-23T00:00:00,,,True,Postponed,
,LIEBHERR 2020 ITTF European Individual Championships,Continental,36,Poland,Warsaw ,europe,eastern europe,2021-06-22T00:00:00,2021-06-27T00:00:00,,5299.0,,,2219,,,,,,,
,2021 European Championships,Continental,36,Romania,Cluj-Napoca ,europe,eastern europe,2021-09-28T00:00:00,2021-10-03T00:00:00,,20124.0,,,2232,,,,,,,
,2021 ITTF Pan American Championships,Continental,36,Peru,Lima,americas,south america,2021-11-13T00:00:00,2021-11-19T00:00:00,,0.0,,,2234,,,,,,,
,2021 ITTF African Championships,Continental Championships,79,Cameroon,Yaoundé,africa,central africa,2021-09-01T00:00:00,2021-09-07T00:00:00,,,,,2473,,,,,,,
,ITTF-ATTU Asian Table Tennis Championships,Continental Championships,79,Qatar,Doha ,asia,west asia,2021-09-28T00:00:00,2021-10-05T00:00:00,,5324.0,,,2474,,,,,,,
,2022 - Central American Championships,Continental Championships,79,Guatemala,Guatemala City,americas,central america,2022-05-03T00:00:00,2022-05-08T00:00:00,,5399.0,,,2783,,,,,,,
,12th South East Asian Table Tennis Championships,Continental Championships,79,Thailand,Bangkok,asia,south east asia,2022-06-23T00:00:00,2022-06-28T00:00:00,,,,,2598,,,,,,,
,West Asia Club Championships,Continental Championships,79,Jordan,Amman,asia,west asia,2022-07-01T00:00:00,2022-07-05T00:00:00,,,,,2601,,,,,,,
,National Team West Asia Championships,Continental Championships,79,Jordan,Amman,asia,west asia,2022-07-26T00:00:00,2022-07-31T00:00:00,,,,,2600,,,,,,,
,2022 European Championships,Continental Championships,79,Germany,Munich,europe,western europe,2022-08-13T00:00:00,2022-08-21T00:00:00,,5440.0,,,2617,,,,,,,
,2022 ITTF-Africa Senior Championships,Continental Championships,79,Algeria,,africa,north africa,2022-09-03T00:00:00,2022-09-09T00:00:00,,,,,2609,,,,,,,
,ITTF-Oceania Senior Championships,Continental Championships,79,Australia,Melbourne,oceania,australasia,2022-09-05T00:00:00,2022-09-10T00:00:00,,,,,2615,,,,,,,
,2022 ITTF Pan American Championships,Continental Championships,79,Chile,Santiago,americas,south america,2022-10-31T00:00:00,2022-11-06T00:00:00,,,,,2611,,,,,,,
,2023 ITTF Pan American Championships,Continental Championships,79,Cuba,Havana,americas,caribbean,2023-09-10T00:00:00,2023-09-17T00:00:00,,,,,2789,,,,,,,
,2023 ITTF-Africa Senior Championships,Continental Championships,79,Tunisia,Rades,africa,north africa,2023-09-11T00:00:00,2023-09-17T00:00:00,,,,,2787,,,,,,,
https://asia.ittf.com/pages/43/attc%202024_7760,27th ITTF-Asian Table Tennis Championships 2024,Continental Championships,79,Kazakhstan,,asia,middle asia,2024-10-07T00:00:00,2024-10-13T00:00:00,,,,,2994,,,,,,,
,2024 ITTF-Africa Senior Championships,Continental Championships,79,Ethiopia,Rades,africa,east africa,2024-10-12T00:00:00,2024-10-19T00:00:00,,,,,2995,,,,,,,
,2024 ITTF Pan American Championships,Continental Championships,79,El Salvador,San Salvador,americas,central america,2024-10-13T00:00:00,2024-10-20T00:00:00,,,,,2996,,,,,,,
,ITTF-Oceania Senior Championships 2024,Continental Championships,79,New Zealand,"Auckland, 1023",oceania,australasia,2024-10-15T00:00:00,2024-10-18T00:00:00,,,,,2917,,,,,,,
https://www.ittf.com/tournament/3147/ITTF%20Oceania%20Championships%202025/,ITTF Oceania Championships 2025,Continental Championships,79,New Zealand,Christchurch,oceania,australasia,2025-06-07T00:00:00,2025-06-11T00:00:00,,,,,3147,,,,,,,
https://asia.ittf.com/pages/43/attc%202024_7760,28th ITTF- ATTU Asian Table Tennis Team Championships 2025,Continental Championships,79,India,Bhubaneswar,asia,south asia,2025-10-11T00:00:00,2025-10-15T00:00:00,,,,,3166,,,,,,,
,ITTF Pan American Championships 2025,Continental Championships,79,USA,Rock Hill,americas,northern america,2025-10-12T00:00:00,2025-10-19T00:00:00,,,,,3162,,,,,,,
,ITTF Africa Cup,Continental Cups,82,Nigeria,Lagos,africa,west africa,2022-05-26T00:00:00,2022-05-28T00:00:00,,5066.0,,,2576,,,,,,,
https://asia.ittf.com/pages/29/2022%20asian%20cup_3880,33rd ITTF-ATTU Asian Cup 2022,Continental Cups,82,Thailand,,asia,south east asia,2022-11-17T00:00:00,2022-11-19T00:00:00,,,,,2974,,,,,,,
,2022 ITTF-Oceania Cup,Continental Cups,82,Papua New Guinea,Port Moresby,oceania,melanesia,2022-12-17T00:00:00,2022-12-18T23:00:00,,,,,2670,,,,,,,
,2022 Pacific Cup,Continental Cups,82,Papua New Guinea,Port Moresby,oceania,melanesia,2022-12-17T00:00:00,2022-12-18T23:00:00,,,,,2707,,,,,,,
,ITTF Africa Cup,Continental Cups,82,Kenya,Nairob,africa,east africa,2023-05-04T00:00:00,2023-05-06T00:00:00,,5066.0,,,2745,,,,,,,
,2023 Pacific Cup,Continental Cups,82,New Zealand,Hamilton,oceania,australasia,2023-12-09T00:00:00,2023-12-10T00:00:00,,,,,2905,,,,,,,
,2023 ITTF-Oceania Cup,Continental Cups,82,New Zealand,Hamilton,oceania,australasia,2023-12-09T11:00:00,2023-12-10T11:00:00,,,,,2714,,,,,,,
,2024 Pan American Cup,Continental Cups,82,USA,Corpus Christi,americas,northern america,2024-01-19T00:00:00,2024-01-21T00:00:00,,5066.0,,,2896,,,,,,,
,2024 ITTF-Oceania Cup,Continental Cups,82,New Caledonia,Noumea,oceania,melanesia,2024-05-11T00:00:00,2024-05-12T00:00:00,,,,,2916,,,,,,,
,2024 Pacific Cup,Continental Cups,82,New Caledonia,NOUMEA Nouvelle Calédonie,oceania,melanesia,2024-05-11T00:00:00,2024-05-12T00:00:00,,,,,2959,,,,,,,
,ITTF Africa Cup 2024,Continental Cups,82,Rwanda,Kigali,africa,east africa,2024-05-12T00:00:00,2024-05-14T00:00:00,,5066.0,,,2944,,,,,,,
,ITTF-Oceania Cup 2025,Continental Cups,82,Australia, Melbourne,oceania,australasia,2025-02-15T00:00:00,2025-02-16T00:00:00,,,,,3115,,,,,,,
,ITTF Pan American Cup 2025 presented By J.P. MORGAN,Continental Cups,82,USA,San Francisco,americas,northern america,2025-02-18T00:00:00,2025-02-23T00:00:00,,5066.0,,,3117,,,,,,,
https://asia.ittf.com/pages/46/asian%20cup_4119,34th ITTF-ATTU Asian Cup 2025,Continental Cups,82,China,Shenzhen,asia,east asia,2025-02-19T00:00:00,2025-02-23T00:00:00,,,,,3122,,,,,,,
,ITTF African Cup 2025,Continental Cups,82,Tunisia,Tunis,africa,north africa,2025-02-25T00:00:00,2025-02-27T00:00:00,,5066.0,,,3116,,,,,,,
,Universal ITTF Pan America Cup,Continental Games,71,Puerto Rico,Guaynabo City,americas,caribbean,2020-02-07T00:00:00,2020-02-09T00:00:00,,5172.0,,,2243,,,,,,,
,CCB 2020 ITTF Europe Top 16 Cup,Continental Games,71,Switzerland,Montreux,europe,western europe,2020-02-08T00:00:00,2020-02-09T00:00:00,,5173.0,,,2244,,,,,,,
,ITTF-Africa Top 16 Cup,Continental Games,71,Tunisia,Tunisia,africa,north africa,2020-02-24T00:00:00,2020-02-26T00:00:00,,5236.0,,,2250,,,,,,,
,EuroMiniChamps,European Championships,58,France,Schiltigheim,europe,western europe,2021-08-27T00:00:00,2021-08-29T00:00:00,,20120.0,,,2228,,,,,,,
,2021 Europe Top 16 Cup,European Cups,59,Greece,Thessaloniki,europe,southern europe,2021-09-18T00:00:00,2021-09-19T00:00:00,,5269.0,,,2781,,,,,,,
,Bank of Communications 2020 ITTF Finals,ITTF Finals,63,China,Zhengzhou,asia,east asia,2020-11-19T00:00:00,2020-11-22T00:00:00,,5263.0,,,2266,,,,,,,
,2021 ITTF Czech International Open,ITTF International Open,80,Czechia,Olomouc,europe,eastern europe,2021-08-21T00:00:00,2021-08-25T00:00:00,,,,,2480,,,,,,,
,2021 ITTF Ecuador International Open,ITTF International Open,80,Ecuador,Cuenca,americas,south america,2021-11-02T00:00:00,2021-11-06T00:00:00,,,,,2510,,,,,,,
,2021  ITTF Argentina International Open,ITTF International Open,80,Argentina,Buenos Aires,americas,south america,2021-12-15T00:00:00,2021-12-18T00:00:00,,,,,2513,,,,,,,
,2022 South American Championships,ITTF International Open,80,Colombia,Pereira,americas,south america,2022-07-21T00:00:00,2022-07-27T00:00:00,,5404.0,,,2608,,,,,,,
,ITTF Americas Olympic Qualification event,ITTF International Open,80,Peru,Lima,americas,south america,2024-05-14T00:00:00,2024-05-18T00:00:00,,,,,2935,,,,,,,
,ITTF Africa Olympic Qualification event,ITTF International Open,80,Rwanda,Kigali,africa,east africa,2024-05-16T00:00:00,2024-05-18T00:00:00,,,,,2946,,,,,,,
,2022 Caribbean Senior Championships,Multi-Sport Games,77,Cuba,Havana,americas,caribbean,2022-03-03T00:00:00,2022-03-08T00:00:00,,5344.0,,,2565,,,,,,,
,Mediterranean Games Oran 2022,Multi-Sport Games,77,Algeria,Oran,africa,north africa,2022-06-25T00:00:00,2022-07-05T00:00:00,,5413.0,,,2594,,,,,,,
,2022 Commonwealth Games,Multi-Sport Games,77,England,Birmingham,europe,northern europe,2022-07-28T00:00:00,2022-08-07T00:00:00,,5364.0,,,2614,,,,,,,
,Central American & Caribbean Games 2023,Multi-Sport Games,77,El Salvador,San Salvador,americas,central america,2023-06-21T00:00:00,2023-06-27T00:00:00,,,,,2770,,,,,,,
,Pacific Mini Games 2025,Multi-Sport Games,77,Palau,Koror,oceania,micronesia,2025-06-29T00:00:00,2025-07-09T00:00:00,,,,,3149,,,,,,,
,XX Bolivarian Games 2025,Multi-Sport Games,77,Peru,Lima,americas,south america,2025-11-22T00:00:00,2025-12-07T00:00:00,,,,,3164,,,,,,,
,Asian Olympic Qualification Tournament,Olympic Games,38,Thailand,Bangkok,asia,south east asia,2020-04-06T00:00:00,2020-04-12T00:00:00,,5178.0,Postponed to 2021,7.0,2102,2020-04-06T00:00:00,2020-04-12T00:00:00,,,True,Postponed,
,European Olympic Singles Qualification Tournament,Olympic Games,38,Russia,Moscow,europe,eastern europe,2020-04-08T00:00:00,2020-04-12T00:00:00,,5245.0,Postponed to 2021,9.0,2201,2020-04-08T00:00:00,2020-04-12T00:00:00,,,True,Postponed,
,Latin American Singles and Mixed Qualification Tournament,Olympic Games,38,Argentina,Rosario,americas,south america,2020-04-15T00:00:00,2020-04-19T00:00:00,,5246.0,Postponed to 2021,10.0,2202,2020-04-15T00:00:00,2020-04-19T00:00:00,,,True,Postponed,
,ITTF Oceania Singles/Mixed Doubles Qualification,Olympic Games,38,Australia,Brisbane Queensland,oceania,australasia,2020-04-19T00:00:00,2020-04-20T00:00:00,,5230.0,Postponed to 2021,11.0,2199,2020-04-19T00:00:00,2020-04-20T00:00:00,,,True,Postponed,
,ITTF World Singles Qualification Event,Olympic Games,38,Qatar,Doha,asia,west asia,2020-05-28T00:00:00,2020-05-31T00:00:00,,5179.0,Postponed to 2021,21.0,2103,2020-05-28T00:00:00,2020-05-31T00:00:00,,,True,Postponed,
,Tokyo 2020 Olympic Games,Olympic Games,38,Japan,Tokyo ,asia,east asia,2021-07-23T00:00:00,2021-08-08T00:00:00,,0.0,,,2345,,,,,,,
,2023 ITTF-Oceania Olympic Team & Mixed Doubles Qualification,Olympic Games,85,Australia,,oceania,australasia,2023-09-02T00:00:00,2023-09-03T00:00:00,,,,,2717,,,,,,,WTT Series
,Paris 2024 Olympic Games,Olympic Games,85,France,Paris,europe,western europe,2024-07-26T00:00:00,2024-08-11T00:00:00,,,,,2603,,,,,,,WTT Series
,Western Asia Olympic Qualification Tournament,Olympic Qualification,47,Jordan,Amman,asia,west asia,2020-02-23T00:00:00,2020-02-26T00:00:00,,5259.0,,,2251,,,,,,,
,African Singles and Mixed Doubles Olympic Qualification Tournament,Olympic Qualification,47,Tunisia,Tunisia,africa,north africa,2020-02-27T00:00:00,2020-02-29T00:00:00,,5237.0,,,2252,,,,,,,
,World Singles Qualification Tournament,Olympic Qualification,47,Qatar,Doha ,asia,west asia,2021-03-14T00:00:00,2021-03-17T00:00:00,,5279.0,,,2210,,,,,,,
,Asian Olympic Qualification Tournament,Olympic Qualification,47,Qatar,Doha ,asia,west asia,2021-03-18T00:00:00,2021-03-20T00:00:00,,0.0,,,2275,,,,,,,
,2021 European Olympic Singles Qualification Tournament,Olympic Qualification,47,Portugal,Guimaraes ,europe,southern europe,2021-04-21T00:00:00,2021-04-25T00:00:00,,0.0,,87.0,2276,2021-02-10T00:00:00,2021-02-14T00:00:00,2021-04-21T00:00:00,2021-04-25T00:00:00,True,Postponed,
,2024 ITTF-Oceania Olympic Singles Qualification,Olympic Qualification,47,New Caledonia,Noumea,oceania,melanesia,2024-05-10T00:00:00,2024-05-10T00:00:00,,,,,2915,,,,,,,
,Caribbean Senior Championships,Other Events and Multi Sport Games,39,Cuba,Havana,americas,caribbean,2020-04-03T00:00:00,2020-04-08T00:00:00,,5238.0,Postponed to 2021,6.0,2178,2020-04-03T00:00:00,2020-04-08T00:00:00,,,True,Postponed,
,Central American Championships,Other Events and Multi Sport Games,39,Costa Rica,San Jose,americas,central america,2020-05-12T00:00:00,2020-05-16T00:00:00,,5241.0,Postponed to 2021,20.0,2185,2020-05-12T00:00:00,2020-05-16T00:00:00,,,True,Postponed,
,South East Asian Qualification Tournament for AJCTTC,Other Events and Multi Sport Games,39,Indonesia,Solo,asia,south east asia,2020-06-09T00:00:00,2020-06-14T00:00:00,,5260.0,,24.0,2204,2020-06-09T00:00:00,2020-06-14T00:00:00,,,True,Postponed,
,South Asia Qualification Tournament for AJCTTC,Other Events and Multi Sport Games,39,Bangladesh,TBD,asia,south asia,2020-06-15T00:00:00,2020-06-20T00:00:00,,5261.0,,25.0,2205,2020-06-15T00:00:00,2020-06-20T00:00:00,,,True,Postponed,
,First Commonwealth of Independent State Games,Other Events and Multi Sport Games,39,Russia,Kazan ,europe,eastern europe,2021-09-04T00:00:00,2021-09-11T00:00:00,,,,,2475,,,,,,,
,2021 ITTF Kazakhstan International Open,Other Events and Multi Sport Games,39,Kazakhstan,Karaganda,asia,middle asia,2021-09-15T00:00:00,2021-09-19T00:00:00,,,,,2484,,,,,,,
,2021 Europe Top 16 Cup ,Other Events and Multi Sport Games,39,Greece,Thessaloniki,europe,southern europe,2021-09-18T00:00:00,2021-09-19T00:00:00,,,,,2488,,,,,,,
,2021 ITTF Finlandia International Open,Other Events and Multi Sport Games,39,Finland,Lohja,europe,northern europe,2021-12-02T00:00:00,2021-12-05T00:00:00,,,,,2479,,,,,,,
https://asia.ittf.com/pages/30/asia%20continental%20stage_2935,Asian WTTC Continental Stage,Other Events and Multi Sport Games,39,Qatar,Doha,asia,west asia,2023-01-07T12:30:00,2023-01-13T12:30:00,,5505.0,,,2708,,,,,,,
,Special Teams qualification event – Pan American Games Santiago 2023,Other Events and Multi Sport Games,39,Peru,Lima,americas,south america,2023-06-13T00:00:00,2023-06-14T00:00:00,,,,,2762,,,,,,,
,Special Singles qualification event – Pan American Games Santiago 2023,Other Events and Multi Sport Games,39,Peru,Lima,americas,south america,2023-06-15T00:00:00,2023-06-18T00:00:00,,,,,2763,,,,,,,
,Pan American Championships,Pan American Championships,48,TBD,,oceania,australasia,2020-09-15T00:00:00,2020-09-20T00:00:00,,5243.0,Postponed to 2021,33.0,2184,2020-09-15T00:00:00,2020-09-20T00:00:00,,,True,Postponed,
,North American Singles & Mixed Doubles Qualification Tournament,Qualification Tournament,23,Canada,Kitchener,americas,northern america,2020-03-07T00:00:00,2020-03-08T00:00:00,,20133.0,,,2258,,,,,,,
,First Commonwealth of Independent States Games,Special Games,25,Russia,Kazan ,europe,eastern europe,2020-10-01T00:00:00,2020-10-08T00:00:00,,,,125.0,2383,2020-10-01T00:00:00,2020-10-08T00:00:00,,,True,Postponed,
,ITTF Copa Costa Rica 2021,Special Games,25,Costa Rica,San José de Costa Rica ,americas,central america,2021-12-10T00:00:00,2021-12-12T00:00:00,,0.0,,,2420,,,,,,,
,WTT Champions European Summer Series 2022,WTT Champions,65,Hungary,Budapest,europe,eastern europe,2022-07-18T00:00:00,2022-07-23T00:00:00,,,,,2593,,,,,,,WTT Series
,WTT Champions Macao 2022 Presented by Galaxy Entertainment Group,WTT Champions,65,"Macao, China",Macao,asia,east asia,2022-10-19T00:00:00,2022-10-23T00:00:00,,,,,2619,,,,,,,WTT Series
,WTT Champions Xinxiang 2023 Presented by Industrial and Commercial Bank of China,WTT Champions,65,China,Xinxiang,asia,east asia,2023-04-09T00:00:00,2023-04-15T00:00:00,,,,,2737,,,,,,,WTT Series
,WTT Champions Macao 2023 Presented by Galaxy Entertainment Group,WTT Champions,65,"Macao, China",Macao,asia,east asia,2023-04-17T00:00:00,2023-04-23T00:00:00,,,,,2728,,,,,,,WTT Series
,WTT Champions Frankfurt 2023,WTT Champions,65,Germany,Frankfurt,europe,western europe,2023-10-29T00:00:00,2023-11-05T00:00:00,,,,,2705,,,,,,,WTT Series
,WTT Champions Incheon 2024 Presented by Shinhan Bank,WTT Champions,65,Korea Republic,Incheon,asia,east asia,2024-03-27T00:00:00,2024-03-31T00:00:00,,,,,2899,,,,,,,WTT Series
,WTT Champions Chongqing 2024 Presented by Changan,WTT Champions,65,China,Chongqing,asia,east asia,2024-05-30T00:00:00,2024-06-03T00:00:00,,,,,2941,,,,,,,WTT Series
,WTT Champions Macao 2024 Presented by Galaxy Entertainment Group,WTT Champions,65,"Macao, China",Macao,asia,east asia,2024-09-09T00:00:00,2024-09-15T00:00:00,,,,,2983,,,,,,,WTT Series
,WTT Champions Montpellier 2024,WTT Champions,65,France,Montpellier,europe,western europe,2024-10-22T00:00:00,2024-10-27T00:00:00,,,,,2940,,,,,,,WTT Series
,WTT Champions Frankfurt 2024,WTT Champions,65,Germany,Frankfurt,europe,western europe,2024-11-03T00:00:00,2024-11-10T00:00:00,,,,,2877,,,,,,,WTT Series
,WTT Champions Chongqing 2025 Presented by AITO,WTT Champions,65,China,Chongqing,asia,east asia,2025-03-11T00:00:00,2025-03-16T00:00:00,,,,,3086,,,,,,,WTT Series
,WTT Champions Incheon 2025,WTT Champions,65,Korea Republic,Incheon,asia,east asia,2025-04-01T00:00:00,2025-04-06T00:00:00,,,,,3087,,,,,,,WTT Series
,WTT Champions Yokohama 2025,WTT Champions,65,Japan,,asia,east asia,2025-08-07T00:00:00,2025-08-11T00:00:00,,,,,3094,,,,,,,WTT Series
,WTT Champions Macao 2025 Presented by Galaxy Entertainment Group,WTT Champions,65,"Macao, China",Macao,asia,east asia,2025-09-09T00:00:00,2025-09-14T00:00:00,,,,,3097,,,,,,,WTT Series
,WTT Champions Montpellier 2025,WTT Champions,65,France,Montpellier,europe,western europe,2025-10-28T00:00:00,2025-11-02T00:00:00,,,,,3099,,,,,,,WTT Series
,WTT Champions Frankfurt 2025,WTT Champions,65,Germany,Frankfurt,europe,western europe,2025-11-04T00:00:00,2025-11-09T00:00:00,,,,,3100,,,,,,,WTT Series
,WTT Contender Doha 2021,WTT Contender,34,Qatar,Doha,asia,west asia,2021-02-28T11:30:00,2021-03-06T23:59:59,"wtt2021,doha",0.0,,,2410,,,,,,,WTT Series
,WTT Contender Budapest 2021,WTT Contender,34,Hungary,Budapest,europe,eastern europe,2021-08-15T00:00:00,2021-08-20T00:00:00,,,,,2487,,,,,,,WTT Series
,WTT Contender Tunis 2021,WTT Contender,34,Tunisia,Tunis,africa,north africa,2021-10-24T00:00:00,2021-10-30T00:00:00,,,,,2502,,,,,,,WTT Series
,WTT Contender Laško 2021 presented by I Feel Slovenia,WTT Contender,34,Slovenia,Laško,europe,southern europe,2021-11-01T00:00:00,2021-11-07T00:00:00,,,,,2503,,,,,,,WTT Series
,WTT Contender Novo Mesto 2021 presented by I Feel Slovenia,WTT Contender,34,Slovenia,Laško,europe,southern europe,2021-11-08T00:00:00,2021-11-14T00:00:00,,,,,2504,,,,,,,WTT Series
,WTT Contender Muscat 2022,WTT Contender,34,Oman,Muscat,asia,west asia,2022-02-27T00:00:00,2022-03-05T00:00:00,,,,,2531,,,,,,,WTT Series
,WTT Contender Doha 2022,WTT Contender,34,Qatar,Doha,asia,west asia,2022-03-18T00:00:00,2022-03-24T00:00:00,,,,,2532,,,,,,,WTT Series
,WTT Contender Zagreb 2022,WTT Contender,34,Croatia,Zagreb,europe,southern europe,2022-06-13T00:00:00,2022-06-19T00:00:00,,,,,2539,,,,,,,WTT Series
,WTT Contender Lima 2022,WTT Contender,34,Peru,Lima,americas,south america,2022-06-14T00:00:00,2022-06-19T00:00:00,,,,,2574,,,,,,,WTT Series
,WTT Contender Tunis 2022,WTT Contender,34,Tunisia,Tunis,africa,north africa,2022-08-01T00:00:00,2022-08-06T00:00:00,,,,,2568,,,,,,,WTT Series
,WTT Contender Muscat 2022,WTT Contender,34,Oman,Muscat,asia,west asia,2022-09-05T00:00:00,2022-09-10T00:00:00,,,,,2605,,,,,,,WTT Series
,WTT Contender Almaty 2022,WTT Contender,34,Kazakhstan,Almaty,asia,middle asia,2022-09-13T00:00:00,2022-09-18T00:00:00,,,,,2606,,,,,,,WTT Series
,WTT Contender Nova Gorica 2022 Presented by I Feel Slovenia,WTT Contender,34,Slovenia,Nova Gorica,europe,southern europe,2022-10-31T00:00:00,2022-11-06T00:00:00,,,,,2589,,,,,,,WTT Series
,WTT Contender Durban 2023,WTT Contender,34,South Africa,Durban,africa,southern africa,2023-01-10T00:00:00,2023-01-15T00:00:00,,,,,2699,,,,,,,WTT Series
,WTT Contender Doha 2023,WTT Contender,34,Qatar,Doha,asia,west asia,2023-01-15T00:00:00,2023-01-21T00:00:00,,,,,2698,,,,,,,WTT Series
,WTT Contender Amman 2023,WTT Contender,34,Jordan,Amman,asia,west asia,2023-02-06T00:00:00,2023-02-12T00:00:00,,,,,2697,,,,,,,WTT Series
,WTT Contender Lagos 2023,WTT Contender,34,Nigeria,Lagos,africa,west africa,2023-06-12T00:00:00,2023-06-18T00:00:00,,,,,2693,,,,,,,WTT Series
,WTT Contender Tunis 2023 Presented by KIA,WTT Contender,34,Tunisia,Tunis,africa,north africa,2023-06-20T00:00:00,2023-06-25T00:00:00,,,,,2691,,,,,,,WTT Series
,WTT Contender Zagreb 2023,WTT Contender,34,Croatia,Zagreb,europe,southern europe,2023-06-26T00:00:00,2023-07-02T00:00:00,,,,,2692,,,,,,,WTT Series
,WTT Contender Lima 2023,WTT Contender,34,Peru,Lima,americas,south america,2023-07-31T00:00:00,2023-08-06T00:00:00,,,,,2721,,,,,,,WTT Series
,WTT Contender Rio de Janeiro 2023,WTT Contender,34,Brazil,Rio De Janeiro,americas,south america,2023-08-07T00:00:00,2023-08-13T00:00:00,,,,,2722,,,,,,,WTT Series
,WTT Contender Almaty 2023,WTT Contender,34,Kazakhstan,Almaty,asia,middle asia,2023-08-29T00:00:00,2023-09-03T00:00:00,,,,,2739,,,,,,,WTT Series
,WTT Contender Muscat 2023,WTT Contender,34,Oman,Muscat,asia,west asia,2023-10-08T00:00:00,2023-10-14T00:00:00,,,,,2775,,,,,,,WTT Series
,WTT Contender Antalya 2023,WTT Contender,34,Türkiye,Antalya,europe,southern europe,2023-10-16T00:00:00,2023-10-22T00:00:00,,,,,2742,,,,,,,WTT Series
