playerId,PlayerName,PlayerFamilyName,PlayerGivenName,PlayerFamilyNameFirst,Gender,Age,DOB,CountryName,CountryCode,NationalityName,NationalityCode,OrganizationName,OrganizationCode,Style,Grip,Hand,HeadShot,flagUrl
101877,Geovanny COELLO,COELLO,Geovanny,COELLO Geovanny,M,47.0,09/13/1978 00:00:00,Ecuador,ECU,Ecuador,ECU,ECUADOR,ECU,Attacker,Shakehand,Right,./imgs/men_headshot_default.svg,https://flagcdn.com/ec.svg
101879,Theo COGILL,COGILL,Theo,COGILL Theo,M,38.0,02/23/1987 00:00:00,South Africa,RSA,South Africa,RSA,SOUTH AFRICA,RSA,Attacker,Shakehand,Left,./imgs/men_headshot_default.svg,https://flagcdn.com/za.svg
102201,Divya DESHPANDE,DESHPANDE,Divya,DESHPANDE Divya,F,35.0,03/29/1990 00:00:00,India,IND,India,IND,INDIA,IND,Attacker,Shakehand,Right,./imgs/women_headshot_default.svg,https://flagcdn.com/in.svg
102213,Jeremy DEY,DEY,Jeremy,DEY Jeremy,M,37.0,03/27/1988 00:00:00,New Caledonia,NCL,New Caledonia,NCL,NEW CALEDONIA,NCL,Attacker,Shakehand,Left,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/102213_Headshot_R_Jeremy DEY.png,https://flagcdn.com/nc.svg
102316,Daniela DODEAN,DODEAN,Daniela,DODEAN Daniela,F,37.0,01/13/1988 00:00:00,Romania,ROU,Romania,ROU,ROMANIA,ROU,Attacker,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/102316_Headshot_R_MONTEIRO_DODEAN_Daniela.png,https://flagcdn.com/ro.svg
102367,Mark DOWELL,DOWELL,Mark,DOWELL Mark,M,43.0,06/23/1982 00:00:00,Barbados,BAR,Barbados,BAR,BARBADOS,BAR,Attacker,Shakehand,Right,./imgs/men_headshot_default.svg,https://flagcdn.com/bb.svg
102380,Paul DRINKHALL,DRINKHALL,Paul,DRINKHALL Paul,M,35.0,01/16/1990 00:00:00,England,ENG,England,ENG,ENGLAND,ENG,Attacker,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/102380_Headshot_R_DRINKHALL_Paul.png,https://flagcdn.com/gb-eng.svg
102427,Galia DVORAK,DVORAK,Galia,DVORAK Galia,F,37.0,04/01/1988 00:00:00,Spain,ESP,Spain,ESP,SPAIN,ESP,Attacker,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/102427_Headshot_R_DVORAK_Galia.png,https://flagcdn.com/es.svg
102441,Simon EBODE,EBODE,Simon,EBODE Simon,M,43.0,06/05/1982 00:00:00,Cameroon,CMR,Cameroon,CMR,CAMEROON,CMR,Attacker,Shakehand,Right,./imgs/men_headshot_default.svg,https://flagcdn.com/cm.svg
102445,Offiong EDEM,EDEM,Offiong,EDEM Offiong,F,38.0,12/31/1986 00:00:00,Nigeria,NGR,Nigeria,NGR,NIGERIA,NGR,Attacker,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/102445_Headshot_R_EDEM_Offiong.png,https://flagcdn.com/ng.svg
102486,Mohamed ELBEIALI,ELBEIALI,Mohamed,ELBEIALI Mohamed,M,37.0,07/02/1988 00:00:00,Egypt,EGY,Egypt,EGY,EGYPT,EGY,Attacker,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/102486_HEADSHOT_R_ELBEIALY_Mohamed.png,https://flagcdn.com/eg.svg
102671,Maha FARAMARZI,FARAMARZI,Maha,FARAMARZI Maha,F,32.0,03/01/1993 00:00:00,Qatar,QAT,Qatar,QAT,QATAR,QAT,Attacker,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/102671_Headshot_R_FARAMARZI_Maha.png,https://flagcdn.com/qa.svg
102680,Kevin FARLEY,FARLEY,Kevin,FARLEY Kevin,M,39.0,01/07/1986 00:00:00,Barbados,BAR,Barbados,BAR,BARBADOS,BAR,Attacker,Shakehand,Left,./imgs/men_headshot_default.svg,https://flagcdn.com/bb.svg
102712,FENG Tianwei,FENG,Tianwei,FENG Tianwei,F,39.0,08/31/1986 00:00:00,Singapore,SGP,Singapore,SGP,SINGAPORE,SGP,Attacker,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/102712_Headshot_R_FENG_Tianwei.png,https://flagcdn.com/sg.svg
102761,Ruwen FILUS,FILUS,Ruwen,FILUS Ruwen,M,37.0,02/14/1988 00:00:00,Germany,GER,Germany,GER,GERMANY,GER,Defender,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/102761_Headshot_R_FILUS_Ruwen.png,https://flagcdn.com/de.svg
102827,Christopher FRANKLIN,FRANKLIN,Christopher,FRANKLIN Christopher,M,40.0,11/18/1984 00:00:00,Guyana,GUY,Guyana,GUY,GUYANA,GUY,Attacker,Shakehand,Right,./imgs/men_headshot_default.svg,https://flagcdn.com/gy.svg
102832,Patrick FRANZISKA,FRANZISKA,Patrick,FRANZISKA Patrick,M,33.0,06/11/1992 00:00:00,Germany,GER,Germany,GER,GERMANY,GER,Attacker,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/102832_Headshot_R_Patrick FRANZISKA.png,https://flagcdn.com/de.svg
102841,Marcos FREITAS,FREITAS,Marcos,FREITAS Marcos,M,37.0,04/08/1988 00:00:00,Portugal,POR,Portugal,POR,PORTUGAL,POR,Attacker,Shakehand,Left,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/102841_Headshot_R_FREITAS_Marcos.png,https://flagcdn.com/pt.svg
102863,Fu YU,YU,Fu,YU Fu,F,46.0,11/29/1978 00:00:00,Portugal,POR,Portugal,POR,PORTUGAL,POR,Attacker,Penhold,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/102863_Headshot_R_YU_Fu.png,https://flagcdn.com/pt.svg
102891,Andrej GACINA,GACINA,Andrej,GACINA Andrej,M,39.0,05/21/1986 00:00:00,Croatia,CRO,Croatia,CRO,CROATIA,CRO,Attacker,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/102891_Headshot_R_GACINA_Andrej.png,https://flagcdn.com/hr.svg
102949,Hanna HAPONOVA,HAPONOVA,Hanna,HAPONOVA Hanna,F,40.0,10/28/1985 00:00:00,Ukraine,UKR,Ukraine,UKR,UKRAINE,UKR,Defender,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/102949_Headshot_R_GAPONOVA_Ganna.png,https://flagcdn.com/ua.svg
102968,Robert GARDOS,GARDOS,Robert,GARDOS Robert,M,46.0,01/16/1979 00:00:00,Austria,AUT,Austria,AUT,AUSTRIA,AUT,Attacker,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/102968_Headshot_R_GARDOS_Robert.png,https://flagcdn.com/at.svg
102983,Hector GATICA,GATICA,Hector,GATICA Hector,M,41.0,10/03/1984 00:00:00,Guatemala,GUA,Guatemala,GUA,GUATEMALA,GUA,Attacker,Shakehand,Right,./imgs/men_headshot_default.svg,https://flagcdn.com/gt.svg
103047,Meron MEKURIA,MEKURIA,Meron,MEKURIA Meron,F,40.0,09/27/1985 00:00:00,Ethiopia,ETH,Ethiopia,ETH,ETHIOPIA,ETH,,,,./imgs/women_headshot_default.svg,https://flagcdn.com/et.svg
103070,Soumyajit GHOSH,GHOSH,Soumyajit,GHOSH Soumyajit,M,32.0,05/10/1993 00:00:00,India,IND,India,IND,INDIA,IND,Attacker,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/103070_Headshot_R_GHOSH_Soumyajit.png,https://flagcdn.com/in.svg
103075,Antonio GIANNINI,GIANNINI,Antonio,GIANNINI Antonio,M,50.0,07/09/1975 00:00:00,Venezuela,VEN,Venezuela,VEN,VENEZUELA,VEN,Attacker,Shakehand,Left,./imgs/men_headshot_default.svg,https://flagcdn.com/ve.svg
103093,Rodrigo GILABERT,GILABERT,Rodrigo,GILABERT Rodrigo,M,34.0,09/16/1991 00:00:00,Argentina,ARG,Argentina,ARG,ARGENTINA,ARG,Attacker,Shakehand,Right,./imgs/men_headshot_default.svg,https://flagcdn.com/ar.svg
103107,Panagiotis GIONIS,GIONIS,Panagiotis,GIONIS Panagiotis,M,45.0,01/07/1980 00:00:00,Greece,GRE,Greece,GRE,GREECE,GRE,Defender,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/103107_Headshot_R_GIONIS_Panagiotis.png,https://flagcdn.com/gr.svg
103126,Sathiyan GNANASEKARAN,GNANASEKARAN,Sathiyan,GNANASEKARAN Sathiyan,M,32.0,01/08/1993 00:00:00,India,IND,India,IND,INDIA,IND,Attacker,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/103126_Headshot_R_GNANASEKARAN_Sathiyan.png,https://flagcdn.com/in.svg
103163,Ludovic GOMBOS,GOMBOS,Ludovic,GOMBOS Ludovic,M,48.0,06/22/1977 00:00:00,USA,USA,USA,USA,USA,USA,Attacker,Shakehand,Left,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/103163_Headshot_R_GOMBOS_Ludovic.png,https://flagcdn.com/us.svg
103175,Tessy GONDERINGER,GONDERINGER,Tessy,GONDERINGER Tessy,F,32.0,05/18/1993 00:00:00,Luxembourg,LUX,Luxembourg,LUX,LUXEMBOURG,LUX,Attacker,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/103175_HEADSHOT_R_GONDERINGER_Tessy.png,https://flagcdn.com/lu.svg
103182,Oscar Enrique GONZALES,GONZALES,Oscar Enrique,GONZALES Oscar Enrique,M,58.0,03/07/1967 00:00:00,Argentina,ARG,Argentina,ARG,ARGENTINA,ARG,Attacker,Shakehand,Right,./imgs/men_headshot_default.svg,https://flagcdn.com/ar.svg
103189,Eliana GONZALEZ,GONZALEZ,Eliana,GONZALEZ Eliana,F,56.0,06/01/1969 00:00:00,Peru,PER,Peru,PER,PERU,PER,Attacker,Shakehand,Right,./imgs/women_headshot_default.svg,https://flagcdn.com/pe.svg
103230,Rafael GRANADILLO,GRANADILLO,Rafael,GRANADILLO Rafael,M,40.0,04/29/1985 00:00:00,Venezuela,VEN,Venezuela,VEN,VENEZUELA,VEN,Attacker,Shakehand,Right,./imgs/men_headshot_default.svg,https://flagcdn.com/ve.svg
103308,Martin GUMAN,GUMAN,Martin,GUMAN Martin,M,39.0,11/29/1985 00:00:00,Slovak Republic,SVK,Slovak Republic,SVK,SLOVAK REPUBLIC,SVK,Attacker,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/103308_Headshot_R_GUMAN_Martin.png,https://flagcdn.com/sk.svg
103329,Allan GUTIERREZ,GUTIERREZ,Allan,GUTIERREZ Allan,M,33.0,07/11/1992 00:00:00,Guatemala,GUA,Guatemala,GUA,GUATEMALA,GUA,Attacker,Shakehand,Right,./imgs/men_headshot_default.svg,https://flagcdn.com/gt.svg
103345,Daniel HABESOHN,HABESOHN,Daniel,HABESOHN Daniel,M,39.0,07/22/1986 00:00:00,Austria,AUT,Austria,AUT,AUSTRIA,AUT,Attacker,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/103345_Headshot_R_HABESOHN_Daniel.png,https://flagcdn.com/at.svg
103425,Sarah HANFFOU,HANFFOU,Sarah,HANFFOU Sarah,F,39.0,10/08/1986 00:00:00,Cameroon,CMR,Cameroon,CMR,CAMEROON,CMR,Attacker,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/103425_Headshot_R_HANFFOU_Sarah.png,https://flagcdn.com/cm.svg
103621,Adam HMAM,HMAM,Adam,HMAM Adam,M,31.0,11/11/1994 00:00:00,Tunisia,TUN,Tunisia,TUN,TUNISIA,TUN,Attacker,Shakehand,Right,./imgs/men_headshot_default.svg,https://flagcdn.com/tn.svg
103752,HUANG Yi-Hua,HUANG,Yi-Hua,HUANG Yi-Hua,F,41.0,07/20/1984 00:00:00,Chinese Taipei,TPE,Chinese Taipei,TPE,CHINESE TAIPEI,TPE,Attacker,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/103752_HEADSHOT_R_HUANG_Yi-Hua.png,https://flagcdn.com/tw.svg
103903,Ovidiu IONESCU,IONESCU,Ovidiu,IONESCU Ovidiu,M,36.0,06/28/1989 00:00:00,Romania,ROU,Romania,ROU,ROMANIA,ROU,Attacker,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/103903_Headshot_R_Ovidiu IONESCU.png,https://flagcdn.com/ro.svg
104036,Lubomir JANCARIK,JANCARIK,Lubomir,JANCARIK Lubomir,M,38.0,08/17/1987 00:00:00,Czechia,CZE,Czechia,CZE,CZECH REPUBLIC,CZE,Attacker,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/104036_Headshot_R_JANCARIK_Lubomir.png,https://flagcdn.com/cz.svg
104092,Minhyung JEE,JEE,Minhyung,JEE Minhyung,F,38.0,01/05/1987 00:00:00,Australia,AUS,Australia,AUS,AUSTRALIA,AUS,Attacker,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/104092_HEADSHOT_R_JEE_Minhyung.png,https://flagcdn.com/au.svg
104115,Marko JEVTOVIC,JEVTOVIC,Marko,JEVTOVIC Marko,M,38.0,01/05/1987 00:00:00,Serbia,SRB,Serbia,SRB,SERBIA,SRB,Attacker,Shakehand,Right,./imgs/men_headshot_default.svg,https://flagcdn.com/rs.svg
104192,Shaun JONES,JONES,Shaun,JONES Shaun,M,43.0,06/24/1982 00:00:00,South Africa,RSA,South Africa,RSA,SOUTH AFRICA,RSA,Attacker,Shakehand,Right,./imgs/men_headshot_default.svg,https://flagcdn.com/za.svg
104257,JEOUNG Youngsik,JEOUNG,Youngsik,JEOUNG Youngsik,M,33.0,01/20/1992 00:00:00,Korea Republic,KOR,Korea Republic,KOR,KOREA REPUBLIC,KOR,Attacker,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/104257_Headshot_R_JEOUNG_Youngsik.png,https://flagcdn.com/kr.svg
104314,Sharath Kamal ACHANTA,ACHANTA,Sharath Kamal,ACHANTA Sharath Kamal,M,43.0,07/12/1982 00:00:00,India,IND,India,IND,INDIA,IND,Attacker,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/104314_HEADSHOT_R_ACHANTA_Sharath%20Kamal.png,https://flagcdn.com/in.svg
104359,Aleksandar KARAKASEVIC,KARAKASEVIC,Aleksandar,KARAKASEVIC Aleksandar,M,49.0,12/09/1975 00:00:00,Serbia,SRB,Serbia,SRB,SERBIA,SRB,Attacker,Shakehand,Left,./imgs/men_headshot_default.svg,https://flagcdn.com/rs.svg
104379,Kristian KARLSSON,KARLSSON,Kristian,KARLSSON Kristian,M,34.0,08/06/1991 00:00:00,Sweden,SWE,Sweden,SWE,SWEDEN,SWE,Attacker,Shakehand,Left,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/104379_Headshot_R_Kristian KARLSSON.png,https://flagcdn.com/se.svg
104462,Thomas KEINATH,KEINATH,Thomas,KEINATH Thomas,M,48.0,08/31/1977 00:00:00,Slovak Republic,SVK,Slovak Republic,SVK,SLOVAK REPUBLIC,SVK,Attacker,Shakehand,Right,./imgs/men_headshot_default.svg,https://flagcdn.com/sk.svg
104514,Sami KHEROUF,KHEROUF,Sami,KHEROUF Sami,M,36.0,11/15/1988 00:00:00,Algeria,ALG,Algeria,ALG,ALGERIA,ALG,Attacker,Shakehand,Right,./imgs/men_headshot_default.svg,https://flagcdn.com/dz.svg
104760,Frane KOJIC,KOJIC,Frane,KOJIC Frane,M,33.0,01/08/1992 00:00:00,Croatia,CRO,Croatia,CRO,CROATIA,CRO,Attacker,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/104760_Headshot_R_KOJIC_Frane.png,https://flagcdn.com/hr.svg
104892,Kalinikos KREANGA,KREANGA,Kalinikos,KREANGA Kalinikos,M,53.0,03/08/1972 00:00:00,Greece,GRE,Greece,GRE,GREECE,GRE,Attacker,Shakehand,Right,./imgs/men_headshot_default.svg,https://flagcdn.com/gr.svg
105008,Lauri LAANE,LAANE,Lauri,LAANE Lauri,M,46.0,03/05/1979 00:00:00,Estonia,EST,Estonia,EST,ESTONIA,EST,Attacker,Shakehand,Right,./imgs/men_headshot_default.svg,https://flagcdn.com/ee.svg
105109,Fessou LAWSON-GAIZER,LAWSON-GAIZER,Fessou,LAWSON-GAIZER Fessou,M,48.0,01/04/1977 00:00:00,Togo,TOG,Togo,TOG,TOGO,TOG,,,,./imgs/men_headshot_default.svg,https://flagcdn.com/tg.svg
