playerId,PlayerName,PlayerFamilyName,PlayerGivenName,PlayerFamilyNameFirst,Gender,Age,DOB,CountryName,CountryCode,NationalityName,NationalityCode,OrganizationName,OrganizationCode,Style,Grip,Hand,HeadShot
103903,Ovidiu IONESCU,IONESCU,Ovidiu,IONESCU Ovidiu,M,36.0,06/28/1989 00:00:00,Romania,ROU,Romania,ROU,ROMANIA,ROU,Attacker,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/103903_Headshot_R_Ovidiu IONESCU.png
104036,Lubomir JANCARIK,JANCARIK,Lubomir,JANCARIK Lubomir,M,38.0,08/17/1987 00:00:00,Czechia,CZE,Czechia,CZE,CZECH REPUBLIC,CZE,Attacker,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/104036_Headshot_R_JANCARIK_Lubomir.png
104092,Minhyung JEE,JEE,Minhyung,JEE Minhyung,F,38.0,01/05/1987 00:00:00,Australia,AUS,Australia,AUS,AUSTRALIA,AUS,Attacker,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/104092_HEADSHOT_R_JEE_Minhyung.png
104115,Marko JEVTOVIC,JEVTOVIC,Marko,JEVTOVIC Marko,M,38.0,01/05/1987 00:00:00,Serbia,SRB,Serbia,SRB,SERBIA,SRB,Attacker,Shakehand,Right,
104192,Shaun JONES,JONES,Shaun,JONES Shaun,M,43.0,06/24/1982 00:00:00,South Africa,RSA,South Africa,RSA,SOUTH AFRICA,RSA,Attacker,Shakehand,Right,
104257,JEOUNG Youngsik,JEOUNG,Youngsik,JEOUNG Youngsik,M,33.0,01/20/1992 00:00:00,Korea Republic,KOR,Korea Republic,KOR,KOREA REPUBLIC,KOR,Attacker,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/104257_Headshot_R_JEOUNG_Youngsik.png
104314,Sharath Kamal ACHANTA,ACHANTA,Sharath Kamal,ACHANTA Sharath Kamal,M,43.0,07/12/1982 00:00:00,India,IND,India,IND,INDIA,IND,Attacker,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/104314_HEADSHOT_R_ACHANTA_Sharath%20Kamal.png
104359,Aleksandar KARAKASEVIC,KARAKASEVIC,Aleksandar,KARAKASEVIC Aleksandar,M,49.0,12/09/1975 00:00:00,Serbia,SRB,Serbia,SRB,SERBIA,SRB,Attacker,Shakehand,Left,
104379,Kristian KARLSSON,KARLSSON,Kristian,KARLSSON Kristian,M,34.0,08/06/1991 00:00:00,Sweden,SWE,Sweden,SWE,SWEDEN,SWE,Attacker,Shakehand,Left,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/104379_Headshot_R_Kristian KARLSSON.png
104462,Thomas KEINATH,KEINATH,Thomas,KEINATH Thomas,M,48.0,08/31/1977 00:00:00,Slovak Republic,SVK,Slovak Republic,SVK,SLOVAK REPUBLIC,SVK,Attacker,Shakehand,Right,
104514,Sami KHEROUF,KHEROUF,Sami,KHEROUF Sami,M,36.0,11/15/1988 00:00:00,Algeria,ALG,Algeria,ALG,ALGERIA,ALG,Attacker,Shakehand,Right,
104760,Frane KOJIC,KOJIC,Frane,KOJIC Frane,M,33.0,01/08/1992 00:00:00,Croatia,CRO,Croatia,CRO,CROATIA,CRO,Attacker,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/104760_Headshot_R_KOJIC_Frane.png
104892,Kalinikos KREANGA,KREANGA,Kalinikos,KREANGA Kalinikos,M,53.0,03/08/1972 00:00:00,Greece,GRE,Greece,GRE,GREECE,GRE,Attacker,Shakehand,Right,
105008,Lauri LAANE,LAANE,Lauri,LAANE Lauri,M,46.0,03/05/1979 00:00:00,Estonia,EST,Estonia,EST,ESTONIA,EST,Attacker,Shakehand,Right,
105109,Fessou LAWSON-GAIZER,LAWSON-GAIZER,Fessou,LAWSON-GAIZER Fessou,M,48.0,01/04/1977 00:00:00,Togo,TOG,Togo,TOG,TOGO,TOG,,,,
105111,Jian Fang LAY,LAY,Jian Fang,LAY Jian Fang,F,52.0,03/06/1973 00:00:00,Australia,AUS,Australia,AUS,AUSTRALIA,AUS,Attacker,Penhold,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/105111_Headshot_R_LAY_Jian Fang.png
105136,Emmanuel LEBESSON,LEBESSON,Emmanuel,LEBESSON Emmanuel,M,37.0,04/24/1988 00:00:00,France,FRA,France,FRA,FRANCE,FRA,Attacker,Shakehand,Left,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/105136_Headshot_R_LEBESSON_Emmanuel.png
105159,LEE Ho Ching,LEE,Ho Ching,LEE Ho Ching,F,32.0,11/24/1992 00:00:00,"Hong Kong, China",HKG,"Hong Kong, China",HKG,"HONG KONG, CHINA",HKG,Attacker,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/105159_Headshot_R_LEE_Ho_Ching.png
105197,LEE Sang Su,LEE,Sang Su,LEE Sang Su,M,35.0,08/13/1990 00:00:00,Korea Republic,KOR,Korea Republic,KOR,KOREA REPUBLIC,KOR,Attacker,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/105197_HEADSHOT_R_LEE_Sang su.png
105233,Tahl LEIBOVITZ,LEIBOVITZ,Tahl,LEIBOVITZ Tahl,M,49.0,06/01/1976 00:00:00,USA,USA,USA,USA,USA,USA,Attacker,Shakehand,Right,
105242,Antonio LEMOS,LEMOS,Antonio,LEMOS Antonio,M,39.0,02/08/1986 00:00:00,Angola,ANG,Angola,ANG,ANGOLA,ANG,Attacker,Shakehand,Right,
105310,Chunli LI,LI,Chunli,LI Chunli,F,63.0,02/28/1962 00:00:00,New Zealand,NZL,New Zealand,NZL,NEW ZEALAND,NZL,Attacker,Penhold,Right,
105472,Juan LIU,LIU,Juan,LIU Juan,F,40.0,02/14/1985 00:00:00,USA,USA,USA,USA,USA,USA,Attacker,Penhold,Left,
105482,LIU Shiwen,LIU,Shiwen,LIU Shiwen,F,34.0,04/12/1991 00:00:00,China,CHN,China,CHN,CHINA,CHN,Attacker,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/105482_HEADSHOT_R_LIU_Shiwen.png
105508,Lkhagvasuren ENKHBAT,ENKHBAT,Lkhagvasuren,ENKHBAT Lkhagvasuren,M,37.0,08/10/1988 00:00:00,Mongolia,MGL,Mongolia,MGL,MONGOLIA,MGL,Attacker,Shakehand,Left,
105565,Trenace LOWE,LOWE,Trenace,LOWE Trenace,F,34.0,03/10/1991 00:00:00,Guyana,GUY,Guyana,GUY,GUYANA,GUY,Attacker,Shakehand,Left,
105603,Anolyn LULU,LULU,Anolyn,LULU Anolyn,F,46.0,01/03/1979 00:00:00,Vanuatu,VAN,Vanuatu,VAN,VANUATU,VAN,Attacker,Shakehand,Right,
105604,Ham LULU,LULU,Ham,LULU Ham,M,37.0,06/07/1988 00:00:00,Vanuatu,VAN,Vanuatu,VAN,VANUATU,VAN,Attacker,Shakehand,Right,
105649,MA Long,MA,Long,MA Long,M,37.0,10/20/1988 00:00:00,China,CHN,China,CHN,CHINA,CHN,Attacker,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/105649_Headshot_R_MA_Long.png
105678,Arisha MADAREE,MADAREE,Arisha,MADAREE Arisha,F,41.0,03/09/1984 00:00:00,South Africa,RSA,South Africa,RSA,SOUTH AFRICA,RSA,Attacker,Shakehand,Right,
105679,Marcos MADRID,MADRID,Marcos,MADRID Marcos,M,39.0,09/06/1986 00:00:00,Mexico,MEX,Mexico,MEX,MEXICO,MEX,Attacker,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/105679_HEADSHOT_R_MADRID_Marcos.png
105681,Ishara MADURANGI,MADURANGI,Ishara,MADURANGI Ishara,F,35.0,05/27/1990 00:00:00,Sri Lanka,SRI,Sri Lanka,SRI,SRI LANKA,SRI,Attacker,Shakehand,Right,
105779,Ivana MALOBABIC,MALOBABIC,Ivana,MALOBABIC Ivana,F,45.0,07/04/1980 00:00:00,Croatia,CRO,Croatia,CRO,CROATIA,CRO,Defender,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/105779_Headshot_R_MALOBABIC_Ivana.png
