playerId,TotalWins (Overall),TotalLosses (Overall),TotalMatches (Overall),WinRate (Overall)
113317,6,8,14,42.86
119579,3,4,7,42.86
123864,3,4,7,42.86
112642,3,4,7,42.86
132232,3,4,7,42.86
120125,33,44,77,42.86
144239,6,8,14,42.86
135498,6,8,14,42.86
111213,23,31,54,42.59
118893,25,34,59,42.37
119042,11,15,26,42.31
120725,11,15,26,42.31
133340,33,45,78,42.31
115543,44,60,104,42.31
123894,27,37,64,42.19
135575,8,11,19,42.11
113679,32,44,76,42.11
120294,34,47,81,41.98
117312,34,47,81,41.98
131171,13,18,31,41.94
132312,13,18,31,41.94
134369,18,25,43,41.86
115545,23,32,55,41.82
113681,28,39,67,41.79
134888,10,14,24,41.67
119266,10,14,24,41.67
113563,15,21,36,41.67
117499,5,7,12,41.67
115104,5,7,12,41.67
203029,5,7,12,41.67
110686,5,7,12,41.67
137863,5,7,12,41.67
123535,15,21,36,41.67
134318,12,17,29,41.38
115850,12,17,29,41.38
117530,7,10,17,41.18
114457,7,10,17,41.18
106843,7,10,17,41.18
135678,7,10,17,41.18
124527,7,10,17,41.18
120187,39,56,95,41.05
109453,29,42,71,40.85
131176,20,29,49,40.82
118920,20,29,49,40.82
114897,11,16,27,40.74
131912,33,48,81,40.74
137569,15,22,37,40.54
105136,15,22,37,40.54
115000,34,50,84,40.48
120300,17,25,42,40.48
117006,21,31,52,40.38
131798,21,31,52,40.38
132325,23,34,57,40.35
109581,8,12,20,40.0
120674,10,15,25,40.0
132808,2,3,5,40.0
111115,22,33,55,40.0
134395,10,15,25,40.0
135499,2,3,5,40.0
133117,2,3,5,40.0
144960,2,3,5,40.0
200040,2,3,5,40.0
200599,4,6,10,40.0
136574,6,9,15,40.0
135163,2,3,5,40.0
100868,46,69,115,40.0
115866,4,6,10,40.0
133596,4,6,10,40.0
136756,4,6,10,40.0
134814,4,6,10,40.0
122053,2,3,5,40.0
211408,2,3,5,40.0
111346,4,6,10,40.0
143942,2,3,5,40.0
209074,2,3,5,40.0
134933,2,3,5,40.0
136501,2,3,5,40.0
123017,2,3,5,40.0
146212,2,3,5,40.0
134398,16,24,40,40.0
201438,2,3,5,40.0
134606,2,3,5,40.0
131834,4,6,10,40.0
117298,2,3,5,40.0
200606,2,3,5,40.0
135625,2,3,5,40.0
114973,6,9,15,40.0
134868,4,6,10,40.0
136473,6,9,15,40.0
205259,2,3,5,40.0
123121,2,3,5,40.0
134877,2,3,5,40.0
118889,4,6,10,40.0
114776,2,3,5,40.0
119463,4,6,10,40.0
132907,6,9,15,40.0
123456,2,3,5,40.0
203313,2,3,5,40.0
201909,2,3,5,40.0
117340,4,6,10,40.0
201171,2,3,5,40.0
136417,2,3,5,40.0
133035,8,12,20,40.0
115430,26,39,65,40.0
122051,29,44,73,39.73
121714,50,76,126,39.68
113587,13,20,33,39.39
123478,11,17,28,39.29
111683,20,31,51,39.22
112453,34,53,87,39.08
133439,7,11,18,38.89
134805,7,11,18,38.89
108574,14,22,36,38.89
106151,26,41,67,38.81
122064,29,46,75,38.67
121222,17,27,44,38.64
132793,17,27,44,38.64
113419,22,35,57,38.6
133328,5,8,13,38.46
136687,5,8,13,38.46
111871,5,8,13,38.46
117894,5,8,13,38.46
122660,5,8,13,38.46
131932,8,13,21,38.1
122419,8,13,21,38.1
119945,8,13,21,38.1
109002,39,64,103,37.86
123664,14,23,37,37.84
122988,20,33,53,37.74
136491,3,5,8,37.5
122503,3,5,8,37.5
107335,3,5,8,37.5
132809,3,5,8,37.5
118774,15,25,40,37.5
115039,6,10,16,37.5
111959,15,25,40,37.5
131478,3,5,8,37.5
122029,3,5,8,37.5
134130,3,5,8,37.5
133659,3,5,8,37.5
120051,3,5,8,37.5
145805,3,5,8,37.5
136180,15,25,40,37.5
124147,15,25,40,37.5
132144,21,35,56,37.5
143785,3,5,8,37.5
134867,3,5,8,37.5
116798,18,30,48,37.5
131983,6,10,16,37.5
107272,6,10,16,37.5
101836,3,5,8,37.5
121940,16,27,43,37.21
134803,10,17,27,37.04
102213,10,17,27,37.04
100486,10,17,27,37.04
132987,7,12,19,36.84
110995,36,62,98,36.73
120168,15,26,41,36.59
117891,15,26,41,36.59
111416,38,66,104,36.54
145277,4,7,11,36.36
200210,8,14,22,36.36
131818,4,7,11,36.36
112284,4,7,11,36.36
136005,4,7,11,36.36
131406,4,7,11,36.36
106298,4,7,11,36.36
112619,4,7,11,36.36
117368,4,7,11,36.36
123175,4,7,11,36.36
123192,26,46,72,36.11
120726,18,32,50,36.0
119545,5,9,14,35.71
131914,5,9,14,35.71
120052,5,9,14,35.71
120896,5,9,14,35.71
132978,15,27,42,35.71
133736,15,27,42,35.71
124639,11,20,31,35.48
134656,11,20,31,35.48
117604,6,11,17,35.29
136474,6,11,17,35.29
133415,6,11,17,35.29
123228,24,44,68,35.29
121416,14,26,40,35.0
133478,15,28,43,34.88
134887,8,15,23,34.78
124506,8,15,23,34.78
132083,8,15,23,34.78
200157,9,17,26,34.62
117142,9,17,26,34.62
105679,19,36,55,34.55
119109,13,25,38,34.21
113376,13,25,38,34.21
131965,15,29,44,34.09
209660,1,2,3,33.33
144099,3,6,9,33.33
136517,1,2,3,33.33
205403,1,2,3,33.33
202342,1,2,3,33.33
133395,1,2,3,33.33
122862,1,2,3,33.33
203924,1,2,3,33.33
144098,1,2,3,33.33
145860,7,14,21,33.33
146301,3,6,9,33.33
135890,1,2,3,33.33
135770,1,2,3,33.33
137579,1,2,3,33.33
145555,1,2,3,33.33
136630,1,2,3,33.33
114704,1,2,3,33.33
137015,1,2,3,33.33
106848,1,2,3,33.33
103308,1,2,3,33.33
112125,1,2,3,33.33
202749,1,2,3,33.33
135198,1,2,3,33.33
135190,11,22,33,33.33
123149,1,2,3,33.33
136600,1,2,3,33.33
111790,1,2,3,33.33
116390,1,2,3,33.33
115722,1,2,3,33.33
202168,1,2,3,33.33
202344,1,2,3,33.33
124145,1,2,3,33.33
119261,1,2,3,33.33
113373,1,2,3,33.33
202247,1,2,3,33.33
222014,1,2,3,33.33
120284,1,2,3,33.33
134330,4,8,12,33.33
111517,3,6,9,33.33
103425,16,32,48,33.33
134528,1,2,3,33.33
137877,1,2,3,33.33
116831,9,18,27,33.33
122964,1,2,3,33.33
120929,1,2,3,33.33
133692,1,2,3,33.33
204290,1,2,3,33.33
134834,1,2,3,33.33
119625,1,2,3,33.33
103070,1,2,3,33.33
200434,1,2,3,33.33
109459,3,6,9,33.33
137114,1,2,3,33.33
200584,1,2,3,33.33
200776,1,2,3,33.33
120649,1,2,3,33.33
145473,1,2,3,33.33
133459,1,2,3,33.33
200226,3,6,9,33.33
113363,4,8,12,33.33
144654,1,2,3,33.33
200801,1,2,3,33.33
220353,1,2,3,33.33
134579,1,2,3,33.33
134170,1,2,3,33.33
117031,1,2,3,33.33
132223,4,8,12,33.33
131455,4,8,12,33.33
134950,4,8,12,33.33
208990,1,2,3,33.33
136432,1,2,3,33.33
201185,1,2,3,33.33
107707,1,2,3,33.33
110744,1,2,3,33.33
145256,1,2,3,33.33
112176,1,2,3,33.33
204619,1,2,3,33.33
134934,1,2,3,33.33
114999,4,8,12,33.33
117140,1,2,3,33.33
134167,1,2,3,33.33
122679,1,2,3,33.33
133613,1,2,3,33.33
134676,2,4,6,33.33
133334,2,4,6,33.33
137632,4,8,12,33.33
200446,4,8,12,33.33
144615,2,4,6,33.33
108956,1,2,3,33.33
221452,1,2,3,33.33
145463,1,2,3,33.33
134486,1,2,3,33.33
205800,1,2,3,33.33
113477,1,2,3,33.33
207857,1,2,3,33.33
132829,1,2,3,33.33
137626,1,2,3,33.33
137686,1,2,3,33.33
133178,1,2,3,33.33
132571,1,2,3,33.33
123707,1,2,3,33.33
121523,2,4,6,33.33
114719,1,2,3,33.33
131816,1,2,3,33.33
120158,1,2,3,33.33
131874,1,2,3,33.33
120141,1,2,3,33.33
132889,1,2,3,33.33
121735,1,2,3,33.33
200353,1,2,3,33.33
123472,1,2,3,33.33
122248,1,2,3,33.33
137154,1,2,3,33.33
136310,1,2,3,33.33
117931,5,10,15,33.33
123467,1,2,3,33.33
137726,1,2,3,33.33
123018,1,2,3,33.33
123548,1,2,3,33.33
201214,1,2,3,33.33
117613,1,2,3,33.33
114028,3,6,9,33.33
132028,4,8,12,33.33
133853,2,4,6,33.33
120281,5,10,15,33.33
145695,2,4,6,33.33
135504,2,4,6,33.33
133732,1,2,3,33.33
132203,3,6,9,33.33
131062,6,12,18,33.33
123031,12,24,36,33.33
212581,1,2,3,33.33
203933,1,2,3,33.33
137564,2,4,6,33.33
202540,1,2,3,33.33
146150,1,2,3,33.33
212898,1,2,3,33.33
134418,1,2,3,33.33
137647,5,10,15,33.33
113433,1,2,3,33.33
117294,13,26,39,33.33
117150,7,14,21,33.33
201164,2,4,6,33.33
114202,2,4,6,33.33
201120,2,4,6,33.33
135066,2,4,6,33.33
101031,2,4,6,33.33
136761,2,4,6,33.33
144866,2,4,6,33.33
137501,1,2,3,33.33
135292,1,2,3,33.33
119584,1,2,3,33.33
146226,1,2,3,33.33
113243,7,14,21,33.33
145807,6,12,18,33.33
145408,2,4,6,33.33
201896,2,4,6,33.33
203015,1,2,3,33.33
108657,3,6,9,33.33
134186,2,4,6,33.33
200317,2,4,6,33.33
121474,2,4,6,33.33
122434,2,4,6,33.33
146263,2,4,6,33.33
110286,2,4,6,33.33
136153,2,4,6,33.33
134340,4,8,12,33.33
116701,1,2,3,33.33
201972,1,2,3,33.33
134556,1,2,3,33.33
203309,1,2,3,33.33
211164,1,2,3,33.33
137009,1,2,3,33.33
137885,3,6,9,33.33
145547,2,4,6,33.33
131683,2,4,6,33.33
120742,6,12,18,33.33
105233,2,4,6,33.33
123204,6,12,18,33.33
146293,3,6,9,33.33
203536,2,4,6,33.33
122842,23,47,70,32.86
113395,21,43,64,32.81
134356,16,33,49,32.65
113914,13,27,40,32.5
135187,10,21,31,32.26
133426,9,19,28,32.14
132310,8,17,25,32.0
117455,7,15,22,31.82
136097,6,13,19,31.58
131169,6,13,19,31.58
145016,6,13,19,31.58
131446,17,37,54,31.48
114517,11,24,35,31.43
121708,10,22,32,31.25
137175,5,11,16,31.25
133026,14,31,45,31.11
121890,18,40,58,31.03
123575,16,36,52,30.77
118786,4,9,13,30.77
122151,4,9,13,30.77
200205,4,9,13,30.77
133020,8,18,26,30.77
133850,19,43,62,30.65
133113,15,34,49,30.61
121959,7,16,23,30.43
123230,10,23,33,30.3
131765,3,7,10,30.0
107194,3,7,10,30.0
123143,3,7,10,30.0
113565,3,7,10,30.0
131997,3,7,10,30.0
106114,3,7,10,30.0
112591,8,19,27,29.63
137212,8,19,27,29.63
137568,10,24,34,29.41
118028,5,12,17,29.41
131618,5,12,17,29.41
133124,9,22,31,29.03
118126,2,5,7,28.57
144892,2,5,7,28.57
136479,2,5,7,28.57
132126,2,5,7,28.57
115498,2,5,7,28.57
115548,14,35,49,28.57
131673,8,20,28,28.57
133723,2,5,7,28.57
121935,2,5,7,28.57
120318,2,5,7,28.57
131454,8,20,28,28.57
135966,2,5,7,28.57
133668,2,5,7,28.57
134557,2,5,7,28.57
114965,2,5,7,28.57
100032,2,5,7,28.57
107177,2,5,7,28.57
136495,6,15,21,28.57
200366,2,5,7,28.57
132658,2,5,7,28.57
136218,2,5,7,28.57
103175,10,25,35,28.57
113908,17,43,60,28.33
109777,16,41,57,28.07
136420,7,18,25,28.0
100001,8,21,29,27.59
143671,3,8,11,27.27
120020,3,8,11,27.27
112144,3,8,11,27.27
135993,3,8,11,27.27
122546,3,8,11,27.27
123241,3,8,11,27.27
136527,3,8,11,27.27
135383,3,8,11,27.27
200361,3,8,11,27.27
111053,9,24,33,27.27
112367,3,8,11,27.27
122425,14,38,52,26.92
115037,4,11,15,26.67
201453,5,14,19,26.32
115134,5,14,19,26.32
134849,7,20,27,25.93
118868,7,20,27,25.93
120162,15,43,58,25.86
111512,15,43,58,25.86
114716,9,26,35,25.71
135306,9,26,35,25.71
131748,12,35,47,25.53
108526,4,12,16,25.0
120167,1,3,4,25.0
107302,1,3,4,25.0
120696,3,9,12,25.0
102316,1,3,4,25.0
118702,1,3,4,25.0
106344,2,6,8,25.0
200323,4,12,16,25.0
107611,2,6,8,25.0
123166,1,3,4,25.0
123172,1,3,4,25.0
134856,1,3,4,25.0
131782,1,3,4,25.0
123720,1,3,4,25.0
124426,3,9,12,25.0
134573,3,9,12,25.0
145486,2,6,8,25.0
124328,1,3,4,25.0
131728,1,3,4,25.0
104115,1,3,4,25.0
137630,1,3,4,25.0
145811,1,3,4,25.0
146021,1,3,4,25.0
122610,2,6,8,25.0
131464,2,6,8,25.0
114960,1,3,4,25.0
136357,1,3,4,25.0
114323,2,6,8,25.0
135077,5,15,20,25.0
117013,1,3,4,25.0
119371,1,3,4,25.0
114686,1,3,4,25.0
133554,1,3,4,25.0
145455,2,6,8,25.0
121939,2,6,8,25.0
120643,1,3,4,25.0
145606,1,3,4,25.0
137856,1,3,4,25.0
205401,4,12,16,25.0
144850,2,6,8,25.0
134616,2,6,8,25.0
113309,4,12,16,25.0
133335,2,6,8,25.0
120026,1,3,4,25.0
107324,1,3,4,25.0
131756,1,3,4,25.0
145245,1,3,4,25.0
146297,1,3,4,25.0
146232,1,3,4,25.0
144751,1,3,4,25.0
202797,1,3,4,25.0
132906,1,3,4,25.0
122482,1,3,4,25.0
136520,1,3,4,25.0
132124,1,3,4,25.0
134022,1,3,4,25.0
200186,1,3,4,25.0
137137,1,3,4,25.0
110827,1,3,4,25.0
124260,1,3,4,25.0
207584,1,3,4,25.0
113878,1,3,4,25.0
133150,1,3,4,25.0
146298,1,3,4,25.0
136433,1,3,4,25.0
123189,1,3,4,25.0
137181,1,3,4,25.0
209121,1,3,4,25.0
134643,1,3,4,25.0
122800,1,3,4,25.0
121961,1,3,4,25.0
133464,1,3,4,25.0
136369,1,3,4,25.0
116477,1,3,4,25.0
206781,1,3,4,25.0
132780,8,24,32,25.0
123056,1,3,4,25.0
136545,1,3,4,25.0
200324,1,3,4,25.0
207744,1,3,4,25.0
201439,1,3,4,25.0
200320,1,3,4,25.0
135715,1,3,4,25.0
115118,8,24,32,25.0
206277,1,3,4,25.0
144822,1,3,4,25.0
207888,1,3,4,25.0
200415,1,3,4,25.0
212623,1,3,4,25.0
131040,1,3,4,25.0
200344,1,3,4,25.0
201055,1,3,4,25.0
144872,1,3,4,25.0
131150,13,41,54,24.07
122231,5,16,21,23.81
135769,5,16,21,23.81
132900,4,13,17,23.53
111216,4,13,17,23.53
145134,3,10,13,23.08
136082,3,10,13,23.08
208510,3,10,13,23.08
146091,3,10,13,23.08
121715,5,17,22,22.73
122082,2,7,9,22.22
131461,2,7,9,22.22
145597,2,7,9,22.22
100189,2,7,9,22.22
134817,2,7,9,22.22
144666,2,7,9,22.22
110674,2,7,9,22.22
121687,2,7,9,22.22
135896,2,7,9,22.22
122585,2,7,9,22.22
133074,5,18,23,21.74
131572,3,11,14,21.43
123578,3,11,14,21.43
116758,9,33,42,21.43
112261,3,11,14,21.43
123649,4,15,19,21.05
133155,1,4,5,20.0
137142,1,4,5,20.0
109952,3,12,15,20.0
133663,1,4,5,20.0
206048,1,4,5,20.0
132231,1,4,5,20.0
112361,1,4,5,20.0
135045,1,4,5,20.0
131587,4,16,20,20.0
200347,1,4,5,20.0
202164,1,4,5,20.0
136469,1,4,5,20.0
137004,1,4,5,20.0
205260,1,4,5,20.0
135529,1,4,5,20.0
132196,2,8,10,20.0
119535,2,8,10,20.0
205263,1,4,5,20.0
114081,1,4,5,20.0
133352,1,4,5,20.0
145083,1,4,5,20.0
202925,1,4,5,20.0
202812,1,4,5,20.0
131743,1,4,5,20.0
137032,1,4,5,20.0
209073,1,4,5,20.0
145421,2,8,10,20.0
134227,2,8,10,20.0
134140,2,8,10,20.0
201508,1,4,5,20.0
122307,1,4,5,20.0
133134,1,4,5,20.0
133702,1,4,5,20.0
136622,1,4,5,20.0
110768,1,4,5,20.0
122043,1,4,5,20.0
145286,1,4,5,20.0
200287,1,4,5,20.0
118072,2,8,10,20.0
118811,1,4,5,20.0
131095,1,4,5,20.0
114327,1,4,5,20.0
202989,2,8,10,20.0
109806,1,4,5,20.0
137486,1,4,5,20.0
103621,1,4,5,20.0
118722,2,8,10,20.0
200087,1,4,5,20.0
200321,1,4,5,20.0
132983,1,4,5,20.0
134575,1,4,5,20.0
135571,2,9,11,18.18
133469,2,9,11,18.18
135387,2,9,11,18.18
123666,4,18,22,18.18
135693,2,9,11,18.18
110660,3,14,17,17.65
202094,1,5,6,16.67
133463,1,5,6,16.67
135500,1,5,6,16.67
135219,1,5,6,16.67
112086,1,5,6,16.67
202166,1,5,6,16.67
121073,2,10,12,16.67
124378,1,5,6,16.67
122786,1,5,6,16.67
120292,1,5,6,16.67
136258,5,25,30,16.67
136516,1,5,6,16.67
133274,1,5,6,16.67
122153,1,5,6,16.67
134568,2,10,12,16.67
145746,1,5,6,16.67
132995,3,15,18,16.67
100445,1,5,6,16.67
200310,1,5,6,16.67
132909,1,5,6,16.67
115081,2,10,12,16.67
132216,1,5,6,16.67
112463,8,40,48,16.67
123579,5,26,31,16.13
131156,3,16,19,15.79
144667,2,11,13,15.38
135910,2,11,13,15.38
135768,2,11,13,15.38
134802,1,6,7,14.29
144748,1,6,7,14.29
209548,2,12,14,14.29
137556,1,6,7,14.29
132081,2,12,14,14.29
136166,1,6,7,14.29
137183,1,6,7,14.29
122242,1,6,7,14.29
105681,1,6,7,14.29
134755,1,6,7,14.29
116364,1,6,7,14.29
135494,1,6,7,14.29
200233,1,6,7,14.29
201124,1,6,7,14.29
200904,2,13,15,13.33
123982,2,14,16,12.5
200322,2,14,16,12.5
115802,1,7,8,12.5
111065,1,7,8,12.5
134323,1,7,8,12.5
124363,1,8,9,11.11
146276,1,8,9,11.11
121740,1,8,9,11.11
135384,1,8,9,11.11
135386,1,8,9,11.11
123935,2,19,21,9.52
123667,1,10,11,9.09
112462,1,10,11,9.09
131690,1,11,12,8.33
123198,2,24,26,7.69
121420,1,13,14,7.14
134338,1,15,16,6.25
134774,1,15,16,6.25
103163,1,18,19,5.26
201828,0,1,1,0.0
123486,0,1,1,0.0
145871,0,1,1,0.0
207454,0,1,1,0.0
205778,0,1,1,0.0
103189,0,1,1,0.0
146045,0,1,1,0.0
201754,0,1,1,0.0
146061,0,1,1,0.0
208769,0,1,1,0.0
146027,0,1,1,0.0
123767,0,1,1,0.0
132915,0,1,1,0.0
137232,0,1,1,0.0
134331,0,1,1,0.0
137100,0,1,1,0.0
114660,0,1,1,0.0
203761,0,1,1,0.0
201446,0,1,1,0.0
209975,0,1,1,0.0
144689,0,1,1,0.0
145149,0,1,1,0.0
108602,0,1,1,0.0
202117,0,1,1,0.0
136233,0,1,1,0.0
200637,0,1,1,0.0
136066,0,1,1,0.0
144600,0,1,1,0.0
144596,0,1,1,0.0
200327,0,1,1,0.0
201203,0,1,1,0.0
200370,0,1,1,0.0
200364,0,1,1,0.0
120787,0,1,1,0.0
117914,0,1,1,0.0
200385,0,1,1,0.0
115249,0,1,1,0.0
136505,0,1,1,0.0
123678,0,1,1,0.0
112647,0,1,1,0.0
203725,0,1,1,0.0
134214,0,1,1,0.0
144650,0,1,1,0.0
144647,0,1,1,0.0
136532,0,1,1,0.0
136531,0,1,1,0.0
132786,0,1,1,0.0
111260,0,1,1,0.0
201281,0,1,1,0.0
200640,0,1,1,0.0
208996,0,1,1,0.0
146213,0,1,1,0.0
144242,0,1,1,0.0
134735,0,1,1,0.0
205053,0,1,1,0.0
112249,0,1,1,0.0
202738,0,1,1,0.0
146023,0,1,1,0.0
203754,0,1,1,0.0
201776,0,1,1,0.0
134816,0,1,1,0.0
200042,0,1,1,0.0
132122,0,1,1,0.0
111514,0,1,1,0.0
204513,0,1,1,0.0
204292,0,1,1,0.0
211409,0,1,1,0.0
202988,0,1,1,0.0
124411,0,1,1,0.0
102680,0,1,1,0.0
132899,0,1,1,0.0
122713,0,1,1,0.0
136100,0,1,1,0.0
146305,0,1,1,0.0
117014,0,1,1,0.0
202486,0,1,1,0.0
204187,0,1,1,0.0
136766,0,1,1,0.0
145904,0,1,1,0.0
134776,0,1,1,0.0
211753,0,1,1,0.0
200655,0,1,1,0.0
200359,0,1,1,0.0
146228,0,1,1,0.0
202154,0,1,1,0.0
211201,0,1,1,0.0
202937,0,1,1,0.0
136144,0,1,1,0.0
136342,0,1,1,0.0
136169,0,1,1,0.0
203573,0,1,1,0.0
203584,0,1,1,0.0
146065,0,1,1,0.0
105678,0,1,1,0.0
133646,0,1,1,0.0
203757,0,1,1,0.0
203762,0,1,1,0.0
114662,0,1,1,0.0
203758,0,1,1,0.0
123790,0,1,1,0.0
203763,0,1,1,0.0
203755,0,1,1,0.0
203753,0,1,1,0.0
202641,0,1,1,0.0
202644,0,1,1,0.0
123791,0,1,1,0.0
146224,0,1,1,0.0
131724,0,1,1,0.0
121017,0,1,1,0.0
105508,0,1,1,0.0
204350,0,1,1,0.0
134613,0,1,1,0.0
210821,0,1,1,0.0
100642,0,1,1,0.0
137159,0,1,1,0.0
114667,0,1,1,0.0
131839,0,1,1,0.0
144068,0,1,1,0.0
123373,0,1,1,0.0
202467,0,1,1,0.0
145916,0,1,1,0.0
144498,0,1,1,0.0
132147,0,1,1,0.0
134088,0,1,1,0.0
112900,0,1,1,0.0
144657,0,1,1,0.0
132120,0,1,1,0.0
205931,0,1,1,0.0
208364,0,1,1,0.0
108246,0,1,1,0.0
112897,0,1,1,0.0
200409,0,1,1,0.0
143949,0,1,1,0.0
137491,0,1,1,0.0
116739,0,1,1,0.0
134973,0,1,1,0.0
123838,0,1,1,0.0
135294,0,1,1,0.0
137235,0,1,1,0.0
145598,0,1,1,0.0
124073,0,1,1,0.0
206326,0,1,1,0.0
206343,0,1,1,0.0
200883,0,1,1,0.0
132975,0,1,1,0.0
120885,0,1,1,0.0
200386,0,1,1,0.0
134958,0,1,1,0.0
207064,0,1,1,0.0
122154,0,1,1,0.0
106068,0,1,1,0.0
202456,0,1,1,0.0
133379,0,1,1,0.0
145409,0,1,1,0.0
146217,0,1,1,0.0
144510,0,1,1,0.0
133629,0,1,1,0.0
108667,0,1,1,0.0
131795,0,1,1,0.0
146167,0,1,1,0.0
112639,0,1,1,0.0
131813,0,1,1,0.0
134720,0,1,1,0.0
116779,0,1,1,0.0
111119,0,1,1,0.0
102367,0,1,1,0.0
146041,0,1,1,0.0
111498,0,1,1,0.0
134067,0,1,1,0.0
116763,0,1,1,0.0
122538,0,1,1,0.0
131906,0,1,1,0.0
144770,0,1,1,0.0
124063,0,1,1,0.0
136090,0,1,1,0.0
122246,0,1,1,0.0
123163,0,1,1,0.0
133013,0,1,1,0.0
134362,0,1,1,0.0
135290,0,1,1,0.0
205789,0,1,1,0.0
133837,0,1,1,0.0
146054,0,1,1,0.0
131852,0,1,1,0.0
137247,0,1,1,0.0
202802,0,1,1,0.0
200319,0,1,1,0.0
200408,0,1,1,0.0
133437,0,1,1,0.0
146081,0,1,1,0.0
133746,0,1,1,0.0
116699,0,1,1,0.0
137140,0,1,1,0.0
131876,0,1,1,0.0
131127,0,1,1,0.0
121882,0,1,1,0.0
131182,0,1,1,0.0
122013,0,1,1,0.0
134645,0,1,1,0.0
200406,0,1,1,0.0
119928,0,1,1,0.0
114563,0,1,1,0.0
124140,0,1,1,0.0
123845,0,1,1,0.0
202440,0,1,1,0.0
135404,0,1,1,0.0
132712,0,1,1,0.0
134121,0,1,1,0.0
208511,0,1,1,0.0
208363,0,1,1,0.0
146031,0,1,1,0.0
206350,0,1,1,0.0
104462,0,1,1,0.0
206351,0,1,1,0.0
121997,0,1,1,0.0
135401,0,1,1,0.0
200369,0,1,1,0.0
144778,0,1,1,0.0
136503,0,1,1,0.0
131473,0,1,1,0.0
145596,0,1,1,0.0
200363,0,1,1,0.0
133265,0,1,1,0.0
146071,0,1,1,0.0
200365,0,1,1,0.0
200410,0,1,1,0.0
145590,0,1,1,0.0
136348,0,1,1,0.0
200407,0,1,1,0.0
136631,0,1,1,0.0
121724,0,1,1,0.0
110879,0,1,1,0.0
109496,0,1,1,0.0
145110,0,1,1,0.0
201961,0,1,1,0.0
145156,0,1,1,0.0
201893,0,1,1,0.0
122421,0,1,1,0.0
201944,0,1,1,0.0
200212,0,1,1,0.0
143628,0,1,1,0.0
133377,0,1,1,0.0
200856,0,1,1,0.0
133823,0,1,1,0.0
132880,0,1,1,0.0
133051,0,1,1,0.0
145054,0,1,1,0.0
137185,0,1,1,0.0
135749,0,1,1,0.0
132616,0,1,1,0.0
117903,0,1,1,0.0
145960,0,1,1,0.0
134548,0,1,1,0.0
210322,0,1,1,0.0
136073,0,1,1,0.0
106917,0,1,1,0.0
200721,0,1,1,0.0
205022,0,1,1,0.0
113798,0,1,1,0.0
136284,0,1,1,0.0
202645,0,1,1,0.0
202752,0,1,1,0.0
212845,0,1,1,0.0
146090,0,1,1,0.0
134124,0,1,1,0.0
136429,0,1,1,0.0
137421,0,1,1,0.0
201897,0,1,1,0.0
134327,0,1,1,0.0
200073,0,1,1,0.0
110460,0,1,1,0.0
213549,0,1,1,0.0
205418,0,1,1,0.0
213145,0,1,1,0.0
132565,0,1,1,0.0
135789,0,1,1,0.0
121257,0,1,1,0.0
201949,0,1,1,0.0
105565,0,1,1,0.0
137068,0,1,1,0.0
201946,0,1,1,0.0
146024,0,1,1,0.0
134467,0,1,1,0.0
201945,0,1,1,0.0
124288,0,1,1,0.0
121249,0,1,1,0.0
201948,0,1,1,0.0
200093,0,1,1,0.0
200587,0,1,1,0.0
137704,0,1,1,0.0
201381,0,1,1,0.0
200298,0,1,1,0.0
145679,0,1,1,0.0
135265,0,1,1,0.0
136028,0,1,1,0.0
135495,0,1,1,0.0
206027,0,1,1,0.0
131196,0,1,1,0.0
124430,0,1,1,0.0
133287,0,1,1,0.0
114080,0,1,1,0.0
137357,0,1,1,0.0
200341,0,1,1,0.0
144718,0,1,1,0.0
203010,0,1,1,0.0
145212,0,1,1,0.0
133267,0,1,1,0.0
145208,0,1,1,0.0
200909,0,1,1,0.0
118108,0,1,1,0.0
121481,0,1,1,0.0
136365,0,1,1,0.0
145752,0,1,1,0.0
137253,0,1,1,0.0
203048,0,1,1,0.0
205863,0,1,1,0.0
205093,0,1,1,0.0
205984,0,1,1,0.0
203526,0,1,1,0.0
137200,0,1,1,0.0
145751,0,1,1,0.0
132229,0,1,1,0.0
136400,0,1,1,0.0
131227,0,1,1,0.0
122054,0,1,1,0.0
145908,0,1,1,0.0
132641,0,1,1,0.0
200016,0,1,1,0.0
135689,0,1,1,0.0
132792,0,1,1,0.0
123773,0,1,1,0.0
211982,0,1,1,0.0
201390,0,1,1,0.0
202057,0,1,1,0.0
204989,0,1,1,0.0
113136,0,1,1,0.0
133369,0,1,1,0.0
131962,0,1,1,0.0
114460,0,1,1,0.0
202016,0,1,1,0.0
204995,0,1,1,0.0
221834,0,1,1,0.0
103093,0,1,1,0.0
204996,0,1,1,0.0
112633,0,1,1,0.0
203052,0,1,1,0.0
144873,0,1,1,0.0
209843,0,1,1,0.0
211746,0,1,1,0.0
209138,0,1,1,0.0
211735,0,1,1,0.0
200600,0,1,1,0.0
211733,0,1,1,0.0
202147,0,1,1,0.0
200735,0,1,1,0.0
211750,0,1,1,0.0
211740,0,1,1,0.0
123787,0,1,1,0.0
115701,0,1,1,0.0
109064,0,1,1,0.0
124121,0,1,1,0.0
209631,0,1,1,0.0
202217,0,1,1,0.0
112952,0,1,1,0.0
117937,0,1,1,0.0
101247,0,1,1,0.0
204798,0,1,1,0.0
209433,0,1,1,0.0
209429,0,1,1,0.0
211781,0,1,1,0.0
211748,0,1,1,0.0
211747,0,1,1,0.0
200658,0,1,1,0.0
